TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;MONTH;DAY;HAUL_NUMBER;LITTER_CATEGORY;LITTER_SUB_CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_SUB_CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_SUB_CATEGORY
TL;ITA;10;PEC;2014;9;10;7;L1;A;60;6;10;3
TL;ITA;10;PEC;2014;9;10;10;L1;B;380;4;260;1
TL;ITA;10;PEC;2014;9;10;8;L1;B;510;16;330;3
TL;ITA;10;PEC;2014;9;11;2;L1;B;1220;3;900;1
TL;ITA;10;PEC;2014;9;11;5;L1;B;130;4;60;1
TL;ITA;10;PEC;2014;9;12;21;L1;C;80;3;40;1
TL;ITA;10;PEC;2014;9;10;7;L1;C;60;6;50;3
TL;ITA;10;PEC;2014;9;11;5;L1;C;130;4;40;2
TL;ITA;10;PEC;2014;9;10;8;L1;C;510;16;50;6
TL;ITA;10;PEC;2014;9;10;8;L1;E;510;16;50;2
TL;ITA;10;PEC;2014;9;11;5;L1;F;130;4;30;1
TL;ITA;10;PEC;2014;9;11;4;L1;F;360;6;60;1
TL;ITA;10;PEC;2014;9;11;3;L1;G;40;2;10;1
TL;ITA;10;PEC;2014;9;10;8;L3;A;30;1;30;1
TL;ITA;10;PEC;2014;9;10;10;L3;D;2630;1;2630;1
TL;ITA;10;PEC;2014;9;10;8;L4;A;180;1;180;1
TL;ITA;10;PEC;2014;9;11;5;L5;B;100;1;100;1
TL;ITA;10;PEC;2014;9;10;8;L5;C;160;1;160;1
TL;ITA;10;PEC;2014;9;10;10;L5;C;220;2;220;2
TL;ITA;10;PEC;2014;9;10;7;L5;C;30;1;30;1
TL;ITA;10;PEC;2014;9;12;21;L5;D;30;1;30;1
TL;ITA;10;PEC;2015;6;15;4;L1;A;680;7;260;3
TL;ITA;10;PEC;2015;6;15;5;L1;A;140;5;130;4
TL;ITA;10;PEC;2015;6;15;6;L1;A;320;4;140;2
TL;ITA;10;PEC;2015;6;14;8;L1;A;1080;15;600;8
TL;ITA;10;PEC;2015;6;14;10;L1;A;110;6;50;3
TL;ITA;10;PEC;2015;6;10;21;L1;A;30;2;30;2
TL;ITA;10;PEC;2015;6;15;1;L1;A;430;1;430;1
TL;ITA;10;PEC;2015;6;15;2;L1;A;290;7;120;2
TL;ITA;10;PEC;2015;6;15;3;L1;A;50;1;50;1
TL;ITA;10;PEC;2015;6;15;2;L1;B;290;7;90;1
TL;ITA;10;PEC;2015;6;15;4;L1;B;680;7;320;2
TL;ITA;10;PEC;2015;6;15;6;L1;B;320;4;60;1
TL;ITA;10;PEC;2015;6;14;8;L1;B;1080;15;470;6
TL;ITA;10;PEC;2015;6;14;10;L1;B;110;6;20;1
TL;ITA;10;PEC;2015;6;15;2;L1;C;290;7;30;2
TL;ITA;10;PEC;2015;6;15;4;L1;C;680;7;100;2
TL;ITA;10;PEC;2015;6;15;5;L1;C;140;5;10;1
TL;ITA;10;PEC;2015;6;14;7;L1;C;220;4;220;4
TL;ITA;10;PEC;2015;6;14;8;L1;C;1080;15;10;1
TL;ITA;10;PEC;2015;6;14;10;L1;C;110;6;30;1
TL;ITA;10;PEC;2015;6;15;6;L1;E;320;4;120;1
TL;ITA;10;PEC;2015;6;14;10;L1;H;110;6;10;1
TL;ITA;10;PEC;2015;6;15;2;L1;H;290;7;50;2
TL;ITA;10;PEC;2015;6;14;8;L2;A;2950;1;2950;1
TL;ITA;10;PEC;2015;6;14;10;L3;A;3020;2;20;1
TL;ITA;10;PEC;2015;6;15;1;L3;A;20;1;20;1
TL;ITA;10;PEC;2015;6;14;10;L3;C;3020;2;3000;1
TL;ITA;10;PEC;2015;6;14;8;L3;D;900;1;900;1
TL;ITA;10;PEC;2015;6;14;10;L4;A;500;2;500;2
TL;ITA;10;PEC;2015;6;14;8;L5;A;4440;4;90;1
TL;ITA;10;PEC;2015;6;15;1;L5;A;310;1;310;1
TL;ITA;10;PEC;2015;6;14;8;L5;B;4440;4;4350;3
TL;ITA;10;PEC;2015;6;14;10;L5;D;1000;1;1000;1
TL;ITA;10;PEC;2015;6;15;2;L5;D;130;1;130;1
TL;ITA;10;PEC;2015;6;15;3;L5;D;200;1;200;1
TL;ITA;10;PEC;2015;6;15;5;L5;D;30;2;30;2
TL;ITA;10;PEC;2015;6;14;7;L8;0;840;1;840;1
TL;ITA;10;PEC;2016;9;5;21;L1;A;170;6;20;3
TL;ITA;10;PEC;2016;9;4;7;L1;A;4680;10;50;2
TL;ITA;10;PEC;2016;9;4;8;L1;A;12220;24;200;10
TL;ITA;10;PEC;2016;9;3;5;L1;A;60;5;10;1
TL;ITA;10;PEC;2016;9;3;6;L1;A;7030;65;190;3
TL;ITA;10;PEC;2016;9;3;3;L1;A;2800;6;30;2
TL;ITA;10;PEC;2016;9;3;4;L1;A;30;2;30;2
TL;ITA;10;PEC;2016;9;3;1;L1;A;250;4;220;1
TL;ITA;10;PEC;2016;9;5;21;L1;B;170;6;150;3
TL;ITA;10;PEC;2016;9;4;10;L1;B;1230;9;130;5
TL;ITA;10;PEC;2016;9;4;7;L1;B;4680;10;130;3
TL;ITA;10;PEC;2016;9;4;8;L1;B;12220;24;110;3
TL;ITA;10;PEC;2016;9;3;6;L1;B;7030;65;340;2
TL;ITA;10;PEC;2016;9;3;1;L1;C;250;4;30;3
TL;ITA;10;PEC;2016;9;3;3;L1;C;2800;6;10;1
TL;ITA;10;PEC;2016;9;3;5;L1;C;60;5;10;2
TL;ITA;10;PEC;2016;9;4;8;L1;C;12220;24;50;8
TL;ITA;10;PEC;2016;9;4;7;L1;C;4680;10;30;1
TL;ITA;10;PEC;2016;9;4;7;L1;E;4680;10;4350;2
TL;ITA;10;PEC;2016;9;4;8;L1;E;12220;24;10700;1
TL;ITA;10;PEC;2016;9;3;3;L1;E;2800;6;2500;1
TL;ITA;10;PEC;2016;9;3;5;L1;E;60;5;20;1
TL;ITA;10;PEC;2016;9;4;10;L1;G;1230;9;610;1
TL;ITA;10;PEC;2016;9;3;3;L1;G;2800;6;240;1
TL;ITA;10;PEC;2016;9;3;6;L1;H;7030;65;6500;60
TL;ITA;10;PEC;2016;9;3;3;L1;H;2800;6;20;1
TL;ITA;10;PEC;2016;9;3;5;L1;H;60;5;20;1
TL;ITA;10;PEC;2016;9;4;8;L1;H;12220;24;1160;2
TL;ITA;10;PEC;2016;9;4;7;L1;I;4680;10;120;2
TL;ITA;10;PEC;2016;9;4;10;L1;I;1230;9;490;3
TL;ITA;10;PEC;2016;9;4;10;L2;B;220;1;220;1
TL;ITA;10;PEC;2016;9;4;10;L3;A;730;2;10;1
TL;ITA;10;PEC;2016;9;4;10;L3;C;730;2;720;1
TL;ITA;10;PEC;2016;9;3;2;L4;A;220;1;220;1
TL;ITA;10;PEC;2016;9;4;8;L4;A;250;1;250;1
TL;ITA;10;PEC;2016;9;4;10;L4;A;750;2;750;2
TL;ITA;10;PEC;2016;9;4;8;L5;A;380;2;380;2
TL;ITA;10;PEC;2016;9;3;6;L5;A;20;1;20;1
TL;ITA;10;PEC;2016;9;4;10;L5;A;580;5;560;3
TL;ITA;10;PEC;2016;9;4;10;L5;D;580;5;20;2
TL;ITA;10;PEC;2016;9;4;7;L5;D;20;1;20;1
TL;ITA;10;PEC;2016;9;3;5;L5;D;50;1;50;1
TL;ITA;10;PEC;2016;9;3;3;L5;D;120;3;120;3
TL;ITA;10;PEC;2016;9;3;6;L6;0;200;1;200;1
TL;ITA;10;PEC;2016;9;3;6;L7;0;20;1;20;1
TL;ITA;10;PEC;2016;9;4;10;L8;0;1000;1;1000;1
