Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2017;100;10;1;0.046;41.20283;16.72492;39
MEDITS-GSA18;2017;158;10;3;0.053;40.70717;18.11867;114
MEDITS-GSA18;2017;121;10;1;0.047;41.72308;16.17367;10
MEDITS-GSA18;2017;139;10;4;0.109;41.9155;16.83217;225.5
MEDITS-GSA18;2017;146;10;3;0.051;41.9125;16.76325;168
MEDITS-GSA18;2017;148;10;3;0.046;41.61442;16.73475;105.5
MEDITS-GSA18;2017;125;10;1;0.047;41.39683;16.40392;34
MEDITS-GSA18;2017;117;10;1;0.047;41.79167;16.32658;29.5
MEDITS-GSA18;2017;160;10;2;0.05;41.49225;16.5015;67
MEDITS-GSA18;2017;116;10;5;0.099;41.51083;17.16608;542.5
MEDITS-GSA18;2017;142;10;4;0.106;41.53458;17.08458;401
MEDITS-GSA18;2017;138;10;3;0.051;41.31142;16.85833;105.5
MEDITS-GSA18;2017;105;10;2;0.05;41.17942;16.83233;51
MEDITS-GSA18;2017;107;10;3;0.053;41.23942;16.9885;112
MEDITS-GSA18;2017;161;10;3;0.052;41.11008;17.32167;119
MEDITS-GSA18;2017;150;10;3;0.051;41.04033;17.48292;129.5
MEDITS-GSA18;2017;133;10;3;0.052;40.9705;17.60983;106.5
MEDITS-GSA18;2017;152;10;5;0.104;41.03908;17.86742;570.5
MEDITS-GSA18;2017;132;10;3;0.051;40.91008;17.666;102
MEDITS-GSA18;2017;101;10;2;0.05;40.8735;17.55158;60
MEDITS-GSA18;2017;131;10;3;0.05;40.84942;17.83142;102.5
MEDITS-GSA18;2017;151;10;4;0.107;41.00967;17.8695;297
MEDITS-GSA18;2017;98;10;5;0.1;40.77142;18.41;520.5
MEDITS-GSA18;2017;154;10;2;0.049;40.75325;17.84742;78.5
MEDITS-GSA18;2017;97;10;3;0.053;40.77992;18.00908;109.5
MEDITS-GSA18;2017;134;10;2;0.05;40.9275;17.46225;71.5
MEDITS-GSA18;2017;78;10;5;0.101;40.435;18.64025;571
MEDITS-GSA18;2017;77;10;4;0.105;40.3645;18.61875;410
MEDITS-GSA18;2017;157;10;3;0.052;40.42325;18.50508;109.5
MEDITS-GSA18;2017;156;10;1;0.045;40.246;18.46808;34.5
MEDITS-GSA18;2017;76;10;2;0.05;40.30592;18.44458;78.5
MEDITS-GSA18;2017;84;10;3;0.052;40.6015;18.50717;118
MEDITS-GSA18;2017;83;10;3;0.053;40.64925;18.44058;122
MEDITS-GSA18;2017;109;10;1;0.047;41.30833;16.54442;41.5
MEDITS-GSA18;2017;112;10;2;0.05;41.32483;16.56842;54
MEDITS-GSA18;2017;145;10;4;0.104;42.15325;16.95917;392
MEDITS-GSA18;2017;144;10;5;0.102;42.097;17.02092;608
MEDITS-GSA18;2017;143;10;5;0.104;41.99425;17.01617;578
MEDITS-GSA18;2017;162;10;3;0.052;41.83283;16.71983;132
MEDITS-GSA18;2017;126;10;2;0.05;41.725;16.51367;82
MEDITS-GSA18;2017;137;10;3;0.053;41.55392;16.87375;128.5
MEDITS-GSA18;2017;110;10;3;0.051;41.43875;16.84058;111
MEDITS-GSA18;2017;104;10;2;0.05;41.12725;17.07242;85.5
MEDITS-GSA18;2017;135;10;1;0.046;41.00858;17.23467;35.5
MEDITS-GSA18;2017;123;10;1;0.047;41.58183;16.21925;16
MEDITS-GSA18;2017;147;10;3;0.052;41.71;16.69525;103
MEDITS-GSA18;2017;129;10;2;0.05;41.59125;16.52433;77.5
MEDITS-GSA18;2017;95;10;3;0.053;40.70517;18.28158;120
MEDITS-GSA18;2017;85;10;4;0.103;40.65992;18.56508;441
MEDITS-GSA18;2017;86;10;5;0.096;40.58658;18.62217;544.5
MEDITS-GSA18;2017;93;10;3;0.053;40.67142;18.35;117
MEDITS-GSA18;2017;88;10;2;0.049;40.58325;18.278;90.5
MEDITS-GSA18;2017;80;10;1;0.047;41.12142;16.97875;37
