Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2000;75;ALLOMED;111;0.174
MEDITS-GSA18;2000;75;ALLOSUB;15;0.054
MEDITS-GSA18;2000;75;ASPICUC;28;0.916
MEDITS-GSA18;2000;75;BLENOCE;1;0.04
MEDITS-GSA18;2000;75;BOOPBOO;1;0.09
MEDITS-GSA18;2000;75;CAPOAPE;2;0.004
MEDITS-GSA18;2000;75;CEPOMAC;2;0.043
MEDITS-GSA18;2000;75;ELEDCIR;4;0.575
MEDITS-GSA18;2000;75;EUTRGUR;49;0.172
MEDITS-GSA18;2000;75;ILLECOI;46;1.814
MEDITS-GSA18;2000;75;LEPTCAV;4;0.04
MEDITS-GSA18;2000;75;LOPHPIS;3;0.572
MEDITS-GSA18;2000;75;MCPIDEP;8;0.11
MEDITS-GSA18;2000;75;MERLMER;35;0.962
MEDITS-GSA18;2000;75;MICUVAR;1;0.004
MEDITS-GSA18;2000;75;MULLBAR;3;0.2
MEDITS-GSA18;2000;75;MULLSUR;15;0.95
MEDITS-GSA18;2000;75;OCTOVUL;1;0.821
MEDITS-GSA18;2000;75;SERAHEP;8;0.057
MEDITS-GSA18;2000;75;SPICSMA;1;0.049
MEDITS-GSA18;2000;75;SYMPNIG;2;0.018
MEDITS-GSA18;2000;75;TRACMED;1;0.11
MEDITS-GSA18;2000;75;TRACTRA;3;0.008
MEDITS-GSA18;2000;75;TRAHDRA;2;0.085
MEDITS-GSA18;2000;75;TRIPLAS;2;0.09
MEDITS-GSA18;2000;76;ALLOMED;9;0.017
MEDITS-GSA18;2000;76;ANTOMEG;1;0.006
MEDITS-GSA18;2000;76;ARGESPY;1;0.008
MEDITS-GSA18;2000;76;ARNOLAT;1;0.01
MEDITS-GSA18;2000;76;ASPICUC;9;0.365
MEDITS-GSA18;2000;76;CALMMAC;2;0.006
MEDITS-GSA18;2000;76;CEPOMAC;3;0.039
MEDITS-GSA18;2000;76;ELEDCIR;1;0.018
MEDITS-GSA18;2000;76;ELEDMOS;2;0.189
MEDITS-GSA18;2000;76;ENGRENC;29;0.26
MEDITS-GSA18;2000;76;ILLECOI;38;1.832
