Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2014;76;ALLOMED;823;0.88
MEDITS-GSA18;2014;76;ALLOSUB;73;0.2
MEDITS-GSA18;2014;76;ARNOTHO;4;0.03
MEDITS-GSA18;2014;76;BOOPBOO;1;0.02
MEDITS-GSA18;2014;76;CEPOMAC;2;0.01
MEDITS-GSA18;2014;76;CITHMAC;1;0.01
MEDITS-GSA18;2014;76;DARDARR;1;0.1
MEDITS-GSA18;2014;76;ELEDMOS;1;0.25
MEDITS-GSA18;2014;76;EUTRGUR;1;0.02
MEDITS-GSA18;2014;76;GOBIQUA;1;0.01
MEDITS-GSA18;2014;76;ILLECOI;45;1.345
MEDITS-GSA18;2014;76;MCPIDEP;5;0.06
MEDITS-GSA18;2014;76;MERLMER;17;0.94
MEDITS-GSA18;2014;76;MICUOCE;3;0.02
MEDITS-GSA18;2014;76;MULLBAR;51;1.462
MEDITS-GSA18;2014;76;MULLSUR;2;0.17
MEDITS-GSA18;2014;76;NEPRNOR;1;0.01
MEDITS-GSA18;2014;76;OCTOVUL;19;2.621
MEDITS-GSA18;2014;76;OPHCRUF;1;0.01
MEDITS-GSA18;2014;76;PAGEERY;1;0.05
MEDITS-GSA18;2014;76;PAPELON;1;0.013
MEDITS-GSA18;2014;76;RAJACLA;1;1.06
MEDITS-GSA18;2014;76;SARDPIL;82;1.18
MEDITS-GSA18;2014;76;SCOMSCO;1;0.1
MEDITS-GSA18;2014;76;SEPEOWE;2;0.01
MEDITS-GSA18;2014;76;SEPOROB;1;0.005
MEDITS-GSA18;2014;76;SPICFLE;1;0.01
MEDITS-GSA18;2014;76;SQUIMAN;1;0.03
MEDITS-GSA18;2014;76;SYMPNIG;2;0.03
MEDITS-GSA18;2014;76;TRACMED;2;0.16
MEDITS-GSA18;2014;76;TRACTRA;37;0.48
MEDITS-GSA18;2014;76;TRAHDRA;1;0.15
MEDITS-GSA18;2014;76;TRIPLAS;1;0.015
MEDITS-GSA18;2014;76;TRISCAP;2;0.02
MEDITS-GSA18;2014;77;ABRAVER;1;0.005
MEDITS-GSA18;2014;77;ANTOMEG;1;0.002
MEDITS-GSA18;2014;77;ARITANT;1;0.028
MEDITS-GSA18;2014;77;CERAMAD;3;0.003
MEDITS-GSA18;2014;77;CHLOGRA;8;0.015
MEDITS-GSA18;2014;77;CLORAGA;106;0.47
MEDITS-GSA18;2014;77;COELCOE;67;0.22
MEDITS-GSA18;2014;77;CONGCON;6;0.7
MEDITS-GSA18;2014;77;ELEDCIR;7;2.105
MEDITS-GSA18;2014;77;EPIGDEN;2;0.005
MEDITS-GSA18;2014;77;ETMOSPI;11;0.344
MEDITS-GSA18;2014;77;GADIARG;1;0.002
MEDITS-GSA18;2014;77;GALUMEL;191;6.22
MEDITS-GSA18;2014;77;HELIDAC;3;0.09
MEDITS-GSA18;2014;77;HOPLMED;43;0.79
MEDITS-GSA18;2014;77;HYGOBEN;1;0.002
MEDITS-GSA18;2014;77;HYGOHIG;4;0.002
MEDITS-GSA18;2014;77;HYMEITA;54;0.11
MEDITS-GSA18;2014;77;LEPMBOS;3;0.22
MEDITS-GSA18;2014;77;MERLMER;14;5.75
MEDITS-GSA18;2014;77;MICMPOU;6;0.6
MEDITS-GSA18;2014;77;MOLVDYP;1;0.035
MEDITS-GSA18;2014;77;MUNIINT;2;0.005
MEDITS-GSA18;2014;77;NEPRNOR;26;0.495
MEDITS-GSA18;2014;77;NEZUSCL;10;0.02
MEDITS-GSA18;2014;77;PAGEBOG;43;2.66
MEDITS-GSA18;2014;77;PAPELON;252;1.55
MEDITS-GSA18;2014;77;PASISIV;48;0.035
MEDITS-GSA18;2014;77;PHYIBLE;18;1.92
MEDITS-GSA18;2014;77;PLESHET;2;0.01
MEDITS-GSA18;2014;77;PLESMAR;4;0.01
MEDITS-GSA18;2014;77;POLCTYP;4;0.02
MEDITS-GSA18;2014;77;PONPSPI;1;0.002
MEDITS-GSA18;2014;77;PONTLAC;4;0.005
MEDITS-GSA18;2014;77;PROCMED;20;0.015
MEDITS-GSA18;2014;77;RAJANID;2;12.99
MEDITS-GSA18;2014;77;SEPEOWE;2;0.015
MEDITS-GSA18;2014;77;SOLOMEM;20;0.025
MEDITS-GSA18;2014;77;TODIEBL;3;0.3
MEDITS-GSA18;2014;77;TRIGLYR;1;0.05
MEDITS-GSA18;2014;78;ARISFOL;7;0.21
MEDITS-GSA18;2014;78;ARITANT;69;1.45
MEDITS-GSA18;2014;78;COELCOE;23;1.1
MEDITS-GSA18;2014;78;CONGCON;1;0.1
MEDITS-GSA18;2014;78;ETMOSPI;18;0.84
MEDITS-GSA18;2014;78;GALUMEL;88;23.2
MEDITS-GSA18;2014;78;HOPLMED;23;0.69
MEDITS-GSA18;2014;78;HYMEITA;4;0.02
MEDITS-GSA18;2014;78;MERLMER;1;0.31
MEDITS-GSA18;2014;78;MOLVDYP;2;0.81
MEDITS-GSA18;2014;78;NEZUSCL;39;0.16
MEDITS-GSA18;2014;78;NOTABON;3;0.04
MEDITS-GSA18;2014;78;PAGUEXC;1;0.02
MEDITS-GSA18;2014;78;PHYIBLE;13;1.76
MEDITS-GSA18;2014;78;PLESMAR;43;0.26
MEDITS-GSA18;2014;78;POLCTYP;14;0.04
MEDITS-GSA18;2014;78;SOLOMEM;7;0.03
MEDITS-GSA18;2014;80;ALLOMED;3;0.005
MEDITS-GSA18;2014;80;ALLOSUB;5;0.015
MEDITS-GSA18;2014;80;ARNOTHO;1;0.01
MEDITS-GSA18;2014;80;BOOPBOO;2;0.04
MEDITS-GSA18;2014;80;DIPLANN;2;0.05
MEDITS-GSA18;2014;80;ENGRENC;443;0.75
MEDITS-GSA18;2014;80;ILLECOI;1;0.04
MEDITS-GSA18;2014;80;LOLIVUL;62;0.697
MEDITS-GSA18;2014;80;MERLMER;1;0.008
MEDITS-GSA18;2014;80;MULLBAR;117;0.35
MEDITS-GSA18;2014;80;MULLSUR;1;0.115
MEDITS-GSA18;2014;80;OCTOVUL;13;4.7
MEDITS-GSA18;2014;80;PAGEACA;18;0.29
MEDITS-GSA18;2014;80;PAGEERY;1;0.02
MEDITS-GSA18;2014;80;SARDPIL;1576;15
MEDITS-GSA18;2014;80;SCOMPNE;10;0.2
MEDITS-GSA18;2014;80;SEPIOFF;1;0.03
MEDITS-GSA18;2014;80;SPICFLE;11;0.1
MEDITS-GSA18;2014;80;SPICSMA;1;0.01
MEDITS-GSA18;2014;80;TRACMED;1;0.13
MEDITS-GSA18;2014;80;TRIGLUC;1;0.04
MEDITS-GSA18;2014;83;ARNOLAT;1;0.005
MEDITS-GSA18;2014;83;ASPICUC;18;0.19
MEDITS-GSA18;2014;83;CAPOAPE;1;0.003
MEDITS-GSA18;2014;83;ELEDCIR;2;0.396
MEDITS-GSA18;2014;83;ENGRENC;1;0.02
MEDITS-GSA18;2014;83;GLOSLEI;6;0.01
