Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2019;76;ALLOMED;456;0.8
MEDITS-GSA18;2019;76;ALLOSUB;48;0.24
MEDITS-GSA18;2019;76;ARNOTHO;9;0.11
MEDITS-GSA18;2019;76;BLENOCE;1;0.04
MEDITS-GSA18;2019;76;BOOPBOO;32;0.68
MEDITS-GSA18;2019;76;CEPOMAC;1;0.015
MEDITS-GSA18;2019;76;CITHMAC;5;0.06
MEDITS-GSA18;2019;76;DENTMAR;9;0.09
MEDITS-GSA18;2019;76;ELEDCIR;2;1.1
MEDITS-GSA18;2019;76;ENGRENC;10;0.11
MEDITS-GSA18;2019;76;GOBIQUA;2;0.015
MEDITS-GSA18;2019;76;ILLECOI;22;1.1
MEDITS-GSA18;2019;76;LEPTCAV;3;0.02
MEDITS-GSA18;2019;76;LOLIVUL;9;0.045
MEDITS-GSA18;2019;76;MACRLOG;1;0.005
MEDITS-GSA18;2019;76;MCPIDEP;25;0.25
MEDITS-GSA18;2019;76;MERLMER;28;1.12
MEDITS-GSA18;2019;76;MULLBAR;169;4.97
MEDITS-GSA18;2019;76;MULLSUR;2;0.09
MEDITS-GSA18;2019;76;OCTOVUL;9;4.11
MEDITS-GSA18;2019;76;PAGEERY;7;0.33
MEDITS-GSA18;2019;76;SARDPIL;238;4.6
MEDITS-GSA18;2019;76;SCOMSCO;2;0.03
MEDITS-GSA18;2019;76;SCORNOT;5;0.155
MEDITS-GSA18;2019;76;SEPIELE;1;0.035
MEDITS-GSA18;2019;76;SERAHEP;7;0.08
MEDITS-GSA18;2019;76;SPICFLE;21;0.5
MEDITS-GSA18;2019;76;SPICSMA;94;1.23
MEDITS-GSA18;2019;76;SYMPLIG;1;0.025
MEDITS-GSA18;2019;76;TODIEBL;1;0.03
MEDITS-GSA18;2019;76;TRACMED;6;0.12
MEDITS-GSA18;2019;76;TRACPIC;6;0.06
MEDITS-GSA18;2019;76;TRACTRA;446;3.5
MEDITS-GSA18;2019;76;TRIPLAS;1;0.085
MEDITS-GSA18;2019;76;TRISCAP;24;0.2
MEDITS-GSA18;2019;76;ZEUSFAB;1;0.065
MEDITS-GSA18;2019;77;ABRAVER;2;0.01
MEDITS-GSA18;2019;77;ANTOMEG;1;0.005
MEDITS-GSA18;2019;77;ARGRHEM;1;0.003
MEDITS-GSA18;2019;77;CHLOGRA;1;0.005
MEDITS-GSA18;2019;77;CLORAGA;18;0.13
MEDITS-GSA18;2019;77;ELEDCIR;7;1.84
MEDITS-GSA18;2019;77;GADIARG;1;0.01
MEDITS-GSA18;2019;77;GONERHO;1;0.002
MEDITS-GSA18;2019;77;HELIDAC;20;0.8
MEDITS-GSA18;2019;77;HOPLMED;1;0.005
MEDITS-GSA18;2019;77;HYMEITA;1;0.002
MEDITS-GSA18;2019;77;ILLECOI;1;0.06
MEDITS-GSA18;2019;77;LAMACRO;181;0.19
MEDITS-GSA18;2019;77;LEPICAU;2;0.36
MEDITS-GSA18;2019;77;MACOSCO;7;0.02
MEDITS-GSA18;2019;77;MACRLOG;2;0.005
MEDITS-GSA18;2019;77;MAURMUE;4;0.01
MEDITS-GSA18;2019;77;MCPITUB;7;0.02
MEDITS-GSA18;2019;77;MEGANOR;2;0.007
MEDITS-GSA18;2019;77;MERLMER;8;1.56
MEDITS-GSA18;2019;77;MICICOC;1;0.002
MEDITS-GSA18;2019;77;MICMPOU;5;0.22
MEDITS-GSA18;2019;77;MUNIINT;1;0.005
MEDITS-GSA18;2019;77;MYCPDAE;5;0.01
MEDITS-GSA18;2019;77;NEPRNOR;6;0.1
MEDITS-GSA18;2019;77;NEZUSCL;9;0.02
MEDITS-GSA18;2019;77;PAGEBOG;3;0.18
MEDITS-GSA18;2019;77;PAPELON;338;1.8
MEDITS-GSA18;2019;77;PASISIV;2864;2
MEDITS-GSA18;2019;77;PHYIBLE;4;0.37
MEDITS-GSA18;2019;77;PLESEDW;1;0.002
MEDITS-GSA18;2019;77;PLESHET;29;0.12
MEDITS-GSA18;2019;77;PROCELE;5;0.01
MEDITS-GSA18;2019;77;RONDMIN;2;0.005
MEDITS-GSA18;2019;77;SCYLARC;1;0.005
MEDITS-GSA18;2019;77;SCYOCAN;3;0.025
MEDITS-GSA18;2019;77;SEREDAE;1;0.005
MEDITS-GSA18;2019;77;SYMPNIG;1;0.008
MEDITS-GSA18;2019;77;TODIEBL;1;0.24
MEDITS-GSA18;2019;78;ABRAVER;1;0.01
MEDITS-GSA18;2019;78;APHIMIN;3;0.001
MEDITS-GSA18;2019;78;ARISFOL;47;0.59
MEDITS-GSA18;2019;78;ARITANT;9;0.19
MEDITS-GSA18;2019;78;CERAMAD;2;0.01
MEDITS-GSA18;2019;78;CHIMMON;3;0.04
MEDITS-GSA18;2019;78;CHLOGRA;8;0.01
MEDITS-GSA18;2019;78;CLORAGA;9;0.08
MEDITS-GSA18;2019;78;COELCOE;80;2.46
MEDITS-GSA18;2019;78;CONGCON;1;0.18
MEDITS-GSA18;2019;78;DARDARR;1;0.03
