Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2002;75;ARGESPY;26;0.312
MEDITS-GSA18;2002;75;ARNOLAT;56;0.25
MEDITS-GSA18;2002;75;ARNOTHO;2;0.024
MEDITS-GSA18;2002;75;ASPICUC;150;3.74
MEDITS-GSA18;2002;75;BLENOCE;12;0.164
MEDITS-GSA18;2002;75;BOOPBOO;2;0.083
MEDITS-GSA18;2002;75;CALMMAC;116;0.368
MEDITS-GSA18;2002;75;DARDARR;2;0.003
MEDITS-GSA18;2002;75;ELEDCIR;4;0.434
MEDITS-GSA18;2002;75;EUTRGUR;60;0.566
MEDITS-GSA18;2002;75;ILLECOI;18;2.4
MEDITS-GSA18;2002;75;LOPHBUD;1;1.3
MEDITS-GSA18;2002;75;MACOSCO;34;0.114
MEDITS-GSA18;2002;75;MACRLON;2;0.012
MEDITS-GSA18;2002;75;MCPIDEP;26;0.109
MEDITS-GSA18;2002;75;MERLMER;52;2.2
MEDITS-GSA18;2002;75;MULLSUR;6;0.6
MEDITS-GSA18;2002;75;SERACAB;14;0.23
MEDITS-GSA18;2002;75;SERAHEP;26;0.238
MEDITS-GSA18;2002;75;SPICSMA;2;0.024
MEDITS-GSA18;2002;75;SYMPNIG;40;0.254
MEDITS-GSA18;2002;75;TORPMAR;2;0.522
MEDITS-GSA18;2002;75;TRACTRA;68;0.394
MEDITS-GSA18;2002;75;TRAHDRA;2;0.2
MEDITS-GSA18;2002;75;TRIPLAS;2;0.1
MEDITS-GSA18;2002;75;TRISCAP;24;0.148
MEDITS-GSA18;2002;76;ALLOMED;21;0.03
MEDITS-GSA18;2002;76;ARIOBAL;1;0.023
MEDITS-GSA18;2002;76;ARNOLAT;33;0.183
MEDITS-GSA18;2002;76;ASPICUC;26;0.891
MEDITS-GSA18;2002;76;BLENOCE;2;0.022
MEDITS-GSA18;2002;76;CALMMAC;53;0.242
MEDITS-GSA18;2002;76;DARDARR;35;0.211
MEDITS-GSA18;2002;76;ELEDCIR;1;0.016
MEDITS-GSA18;2002;76;EUTRGUR;23;0.206
MEDITS-GSA18;2002;76;GADIARG;82;0.153
MEDITS-GSA18;2002;76;HELIDAC;3;0.029
MEDITS-GSA18;2002;76;ILLECOI;31;1.26
MEDITS-GSA18;2002;76;LEPTCAV;2;0.006
MEDITS-GSA18;2002;76;MACOSCO;7;0.023
MEDITS-GSA18;2002;76;MCPIDEP;40;0.511
MEDITS-GSA18;2002;76;MCPITUB;5;0.058
MEDITS-GSA18;2002;76;MERLMER;35;1.25
MEDITS-GSA18;2002;76;MULLBAR;6;0.2
MEDITS-GSA18;2002;76;MULLSUR;1;0.09
MEDITS-GSA18;2002;76;SCOMSCO;1;0.046
MEDITS-GSA18;2002;76;SERAHEP;2;0.013
MEDITS-GSA18;2002;76;SPICSMA;10;0.14
MEDITS-GSA18;2002;76;SYMPNIG;7;0.063
MEDITS-GSA18;2002;76;TRACTRA;94;0.754
MEDITS-GSA18;2002;76;TRAHDRA;1;0.032
MEDITS-GSA18;2002;76;TRIPLAS;1;0.02
MEDITS-GSA18;2002;76;TRISCAP;13;0.087
MEDITS-GSA18;2002;76;ZEUSFAB;1;0.021
MEDITS-GSA18;2002;77;ARISFOL;16;0.44
MEDITS-GSA18;2002;77;ARITANT;6;0.18
MEDITS-GSA18;2002;77;COELCOE;4;0.005
MEDITS-GSA18;2002;77;CONGCON;1;0.029
MEDITS-GSA18;2002;77;DARDARR;8;0.076
MEDITS-GSA18;2002;77;ELEDCIR;2;0.446
MEDITS-GSA18;2002;77;ETMOSPI;6;0.241
MEDITS-GSA18;2002;77;HELIDAC;2;0.034
MEDITS-GSA18;2002;77;HYGOBEN;2;0.003
MEDITS-GSA18;2002;77;HYMEITA;6;0.01
MEDITS-GSA18;2002;77;LAMACRO;19;0.026
MEDITS-GSA18;2002;77;LEPICAU;8;1.521
MEDITS-GSA18;2002;77;MCPITUB;92;0.254
MEDITS-GSA18;2002;77;MERLMER;1;0.546
MEDITS-GSA18;2002;77;MORAMOR;1;0.017
MEDITS-GSA18;2002;77;MUNIIRI;8;0.003
MEDITS-GSA18;2002;77;MYCOPUN;9;0.01
MEDITS-GSA18;2002;77;NEPRNOR;8;0.2
MEDITS-GSA18;2002;77;NEZUSCL;11;0.069
MEDITS-GSA18;2002;77;NOTABON;13;0.133
MEDITS-GSA18;2002;77;PAPELON;12;0.06
MEDITS-GSA18;2002;77;PASISIV;780;0.73
MEDITS-GSA18;2002;77;PHYIBLE;46;0.618
MEDITS-GSA18;2002;77;PLESMAR;520;1.24
MEDITS-GSA18;2002;77;POLCTYP;28;0.05
MEDITS-GSA18;2002;78;ANAMRIS;10;0.047
MEDITS-GSA18;2002;78;ARISFOL;28;0.55
MEDITS-GSA18;2002;78;ARITANT;46;0.95
MEDITS-GSA18;2002;78;CENTGRA;1;2.9
MEDITS-GSA18;2002;78;CHIMMON;7;0.595
MEDITS-GSA18;2002;78;COELCOE;4;0.147
MEDITS-GSA18;2002;78;ETMOSPI;9;0.241
MEDITS-GSA18;2002;78;GADAMAR;3;0.039
MEDITS-GSA18;2002;78;GALUMEL;19;3.652
MEDITS-GSA18;2002;78;HELIDAC;3;0.112
MEDITS-GSA18;2002;78;HOPLMED;8;0.33
MEDITS-GSA18;2002;78;HYMEITA;2;0.01
MEDITS-GSA18;2002;78;LAMACRO;2;0.028
MEDITS-GSA18;2002;78;LOPHBUD;2;0.651
MEDITS-GSA18;2002;78;NEZUSCL;84;1.433
MEDITS-GSA18;2002;78;NOTABON;9;0.061
MEDITS-GSA18;2002;78;PAGUALA;20;0.129
MEDITS-GSA18;2002;78;PHYIBLE;34;1.954
MEDITS-GSA18;2002;78;PLESMAR;77;0.425
MEDITS-GSA18;2002;78;POLCTYP;220;0.311
MEDITS-GSA18;2002;78;SOLOMEM;4;0.014
MEDITS-GSA18;2002;79;ALLOSUB;6;0.042
MEDITS-GSA18;2002;79;ANTOMEG;14;0.056
MEDITS-GSA18;2002;79;ARGESPY;460;0.678
MEDITS-GSA18;2002;79;ARNOLAT;6;0.052
MEDITS-GSA18;2002;79;ASPICUC;40;2.204
MEDITS-GSA18;2002;79;BLENOCE;2;0.02
MEDITS-GSA18;2002;79;BOOPBOO;2;0.126
MEDITS-GSA18;2002;79;CALMMAC;20;0.078
MEDITS-GSA18;2002;79;CARPACU;4;0.018
MEDITS-GSA18;2002;79;CEPOMAC;8;0.028
MEDITS-GSA18;2002;79;CONGCON;6;0.356
MEDITS-GSA18;2002;79;EUTRGUR;20;0.056
MEDITS-GSA18;2002;79;GLOSLEI;22;0.274
MEDITS-GSA18;2002;79;HELIDAC;50;0.92
MEDITS-GSA18;2002;79;ILLECOI;8;0.154
MEDITS-GSA18;2002;79;LEPMBOS;4;0.8
MEDITS-GSA18;2002;79;LEPTCAV;6;0.032
MEDITS-GSA18;2002;79;LOPHBUD;14;1.81
MEDITS-GSA18;2002;79;LOPHPIS;16;0.8
MEDITS-GSA18;2002;79;MACOSCO;114;0.268
MEDITS-GSA18;2002;79;MCPITUB;2;0.006
