Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2006;75;ALLOMED;15;0.064
MEDITS-GSA18;2006;75;ANTOMEG;1;0.012
MEDITS-GSA18;2006;75;ARNOLAT;13;0.131
MEDITS-GSA18;2006;75;ASPICUC;9;0.328
MEDITS-GSA18;2006;75;CEPOMAC;1;0.004
MEDITS-GSA18;2006;75;ELEDCIR;1;0.733
MEDITS-GSA18;2006;75;ENGRENC;35;0.408
MEDITS-GSA18;2006;75;GADIARG;1;0.005
MEDITS-GSA18;2006;75;GOBIQUA;5;0.027
MEDITS-GSA18;2006;75;LEPTCAV;1;0.013
MEDITS-GSA18;2006;75;LEPTDIE;1;0.012
MEDITS-GSA18;2006;75;LOPHBUD;2;0.21
MEDITS-GSA18;2006;75;MERLMER;30;0.783
MEDITS-GSA18;2006;75;MICUVAR;9;0.091
MEDITS-GSA18;2006;75;MULLBAR;1;0.028
MEDITS-GSA18;2006;75;OCTOVUL;1;0.104
MEDITS-GSA18;2006;75;PAGEBOG;1;0.097
MEDITS-GSA18;2006;75;PAGEERY;1;0.091
MEDITS-GSA18;2006;75;PHYIBLE;1;0.005
MEDITS-GSA18;2006;75;SEPESPP;1;0.011
MEDITS-GSA18;2006;75;SEPIELE;2;0.043
MEDITS-GSA18;2006;75;SERAHEP;3;0.023
MEDITS-GSA18;2006;75;SPICSMA;3;0.062
MEDITS-GSA18;2006;75;SQUIMAN;3;0.049
MEDITS-GSA18;2006;75;SYMPNIG;1;0.004
MEDITS-GSA18;2006;75;TRACMED;6;0.138
MEDITS-GSA18;2006;75;TRACTRA;14;0.071
MEDITS-GSA18;2006;75;TRAHDRA;2;0.209
MEDITS-GSA18;2006;75;TRISCAP;7;0.057
MEDITS-GSA18;2006;75;URANSCA;2;0.463
MEDITS-GSA18;2006;75;ZEUSFAB;1;0.055
MEDITS-GSA18;2006;76;ALLOMED;22;0.053
MEDITS-GSA18;2006;76;ARNOLAT;3;0.021
MEDITS-GSA18;2006;76;ASPICUC;78;2.526
MEDITS-GSA18;2006;76;BLENOCE;3;0.042
MEDITS-GSA18;2006;76;CEPOMAC;27;0.492
MEDITS-GSA18;2006;76;CITHMAC;3;0.039
MEDITS-GSA18;2006;76;ELEDCIR;2;0.678
MEDITS-GSA18;2006;76;ENGRENC;15;0.15
MEDITS-GSA18;2006;76;GADUMER;3;0.066
MEDITS-GSA18;2006;76;GOBIFRI;3;0.018
MEDITS-GSA18;2006;76;GOBIQUA;15;0.078
MEDITS-GSA18;2006;76;ILLECOI;4;0.422
MEDITS-GSA18;2006;76;LEPTCAV;3;0.057
MEDITS-GSA18;2006;76;MACOSCO;6;0.012
MEDITS-GSA18;2006;76;MERLMER;24;0.804
MEDITS-GSA18;2006;76;MULLBAR;60;1.77
MEDITS-GSA18;2006;76;PAGEACA;3;0.129
MEDITS-GSA18;2006;76;PAGEERY;6;0.129
MEDITS-GSA18;2006;76;SARDPIL;3;0.039
MEDITS-GSA18;2006;76;SERACAB;3;0.072
MEDITS-GSA18;2006;76;SERAHEP;36;0.243
MEDITS-GSA18;2006;76;SPICSMA;15;0.249
MEDITS-GSA18;2006;76;TRACMED;60;1.776
MEDITS-GSA18;2006;76;TRIGLUC;6;0.414
MEDITS-GSA18;2006;76;TRISCAP;9;0.06
MEDITS-GSA18;2006;77;ANTOMEG;6;0.039
MEDITS-GSA18;2006;77;CLORAGA;12;0.105
MEDITS-GSA18;2006;77;COELCOE;9;0.225
