Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2003;75;ALLOMED;3;0.006
MEDITS-GSA18;2003;75;ALLOSUB;3;0.032
MEDITS-GSA18;2003;75;ARNOLAT;35;0.286
MEDITS-GSA18;2003;75;CEPOMAC;8;0.083
MEDITS-GSA18;2003;75;CITHMAC;4;0.029
MEDITS-GSA18;2003;75;CONGCON;1;0.068
MEDITS-GSA18;2003;75;ELEDCIR;1;0.815
MEDITS-GSA18;2003;75;EUTRGUR;5;0.071
MEDITS-GSA18;2003;75;GOBINIG;1;0.031
MEDITS-GSA18;2003;75;ILLECOI;7;0.414
MEDITS-GSA18;2003;75;LEPTCAV;13;0.079
MEDITS-GSA18;2003;75;LOLIVUL;1;0.28
MEDITS-GSA18;2003;75;LOPHBUD;1;0.11
MEDITS-GSA18;2003;75;MCPIDEP;21;0.362
MEDITS-GSA18;2003;75;MERLMER;146;2.947
MEDITS-GSA18;2003;75;OCTOVUL;2;0.035
MEDITS-GSA18;2003;75;PAGEACA;1;0.057
MEDITS-GSA18;2003;75;SARDPIL;5;0.115
MEDITS-GSA18;2003;75;SCAEUNI;1;0.036
MEDITS-GSA18;2003;75;SCOMSCO;2;0.026
MEDITS-GSA18;2003;75;SEPIOFF;5;0.403
MEDITS-GSA18;2003;75;SERAHEP;9;0.072
MEDITS-GSA18;2003;75;SPICFLE;3;0.064
MEDITS-GSA18;2003;75;SPICSMA;34;0.439
MEDITS-GSA18;2003;75;SQUIMAN;2;0.03
MEDITS-GSA18;2003;75;SYMPNIG;27;0.2
MEDITS-GSA18;2003;75;TORPMAR;1;0.263
MEDITS-GSA18;2003;75;TRACTRA;91;0.84
MEDITS-GSA18;2003;75;TRAHDRA;4;0.361
MEDITS-GSA18;2003;75;TRIGLUC;17;4.104
MEDITS-GSA18;2003;75;TRIPLAS;3;0.042
MEDITS-GSA18;2003;75;TRISCAP;2;0.011
MEDITS-GSA18;2003;75;URANSCA;2;0.274
MEDITS-GSA18;2003;76;ALLOMED;62;0.152
MEDITS-GSA18;2003;76;ALLOSUB;2;0.02
MEDITS-GSA18;2003;76;ARNORUP;19;0.106
MEDITS-GSA18;2003;76;ASPICUC;25;0.88
MEDITS-GSA18;2003;76;CALMMAC;1;0.001
MEDITS-GSA18;2003;76;CEPOMAC;1;0.008
MEDITS-GSA18;2003;76;CITHMAC;5;0.034
MEDITS-GSA18;2003;76;CONGCON;1;0.009
MEDITS-GSA18;2003;76;ELEDMOS;1;0.179
MEDITS-GSA18;2003;76;ENGRENC;14;0.177
MEDITS-GSA18;2003;76;GOBIQUA;6;0.026
MEDITS-GSA18;2003;76;ILLECOI;11;0.456
MEDITS-GSA18;2003;76;LEPTCAV;41;0.213
MEDITS-GSA18;2003;76;LOPHBUD;2;0.331
MEDITS-GSA18;2003;76;MACOSCO;3;0.005
MEDITS-GSA18;2003;76;MCPIDEP;100;1.284
