Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2005;75;ALLOMED;888;1.188
MEDITS-GSA18;2005;75;ARNOLAT;84;0.44
MEDITS-GSA18;2005;75;ASPICUC;420;5.72
MEDITS-GSA18;2005;75;BLENOCE;4;0.128
MEDITS-GSA18;2005;75;BOOPBOO;8;0.104
MEDITS-GSA18;2005;75;CEPOMAC;4;0.052
MEDITS-GSA18;2005;75;CITHMAC;4;0.052
MEDITS-GSA18;2005;75;CONGCON;4;0.496
MEDITS-GSA18;2005;75;ECHEMIR;16;1.72
MEDITS-GSA18;2005;75;ELEDCIR;4;2.12
MEDITS-GSA18;2005;75;ELEDMOS;4;0.4
MEDITS-GSA18;2005;75;GOBIQUA;40;0.18
MEDITS-GSA18;2005;75;ILLECOI;52;2.528
MEDITS-GSA18;2005;75;LEPTCAV;140;0.628
MEDITS-GSA18;2005;75;MERLMER;192;5.952
MEDITS-GSA18;2005;75;MICUVAR;4;0.068
MEDITS-GSA18;2005;75;MULLBAR;84;4.588
MEDITS-GSA18;2005;75;OCTOVUL;40;6.736
MEDITS-GSA18;2005;75;PASIMUL;4;0.016
MEDITS-GSA18;2005;75;SARDPIL;24;0.368
MEDITS-GSA18;2005;75;SEPIORB;8;0.136
MEDITS-GSA18;2005;75;SERAHEP;8;0.088
MEDITS-GSA18;2005;75;SPICFLE;4;0.12
MEDITS-GSA18;2005;75;SPICSMA;4;0.084
MEDITS-GSA18;2005;75;TRACTRA;120;1.056
MEDITS-GSA18;2005;75;TRAHDRA;4;0.16
MEDITS-GSA18;2005;75;TRIPLAS;4;0.336
MEDITS-GSA18;2005;75;TRISCAP;12;0.108
MEDITS-GSA18;2005;76;ALLOMED;3664;8.02
MEDITS-GSA18;2005;76;ARNOLAT;104;0.504
MEDITS-GSA18;2005;76;ASPICUC;184;2.972
MEDITS-GSA18;2005;76;BOOPBOO;12;0.472
MEDITS-GSA18;2005;76;CEPOMAC;16;0.236
MEDITS-GSA18;2005;76;ECHEMIR;8;0.332
MEDITS-GSA18;2005;76;ELEDCIR;4;0.02
MEDITS-GSA18;2005;76;ELEDMOS;4;1.012
MEDITS-GSA18;2005;76;GOBIQUA;8;0.028
MEDITS-GSA18;2005;76;ILLECOI;12;0.204
MEDITS-GSA18;2005;76;LEPTCAV;136;0.572
MEDITS-GSA18;2005;76;MACOSCO;16;0.052
MEDITS-GSA18;2005;76;MERLMER;244;5.692
MEDITS-GSA18;2005;76;MICUVAR;4;0.06
MEDITS-GSA18;2005;76;MULLBAR;144;6.512
MEDITS-GSA18;2005;76;OCTOVUL;12;2.756
MEDITS-GSA18;2005;76;PAGEACA;16;0.32
MEDITS-GSA18;2005;76;PHYIBLE;4;0.04
MEDITS-GSA18;2005;76;SARDPIL;148;2.236
MEDITS-GSA18;2005;76;SCOMSCO;4;0.072
MEDITS-GSA18;2005;76;SERAHEP;68;0.344
MEDITS-GSA18;2005;76;SPICSMA;8;0.16
MEDITS-GSA18;2005;76;TRACTRA;24;0.32
MEDITS-GSA18;2005;76;TRAHDRA;4;0.948
MEDITS-GSA18;2005;76;TRIPLAS;12;0.652
MEDITS-GSA18;2005;76;TRISCAP;8;0.084
MEDITS-GSA18;2005;76;URANSCA;8;1.632
MEDITS-GSA18;2005;76;ZEUSFAB;4;0.024
MEDITS-GSA18;2005;77;ANTOMEG;4;0.044
MEDITS-GSA18;2005;77;ANTOSPP;12;0.124
MEDITS-GSA18;2005;77;ARISFOL;8;0.124
MEDITS-GSA18;2005;77;CAPOAPE;4;0.084
MEDITS-GSA18;2005;77;CLORAGA;12;0.164
MEDITS-GSA18;2005;77;COELCOE;24;0.5
MEDITS-GSA18;2005;77;ETMOSPI;20;0.576
MEDITS-GSA18;2005;77;GALUMEL;52;8.708
MEDITS-GSA18;2005;77;HELIDAC;20;0.512
MEDITS-GSA18;2005;77;HOPLMED;24;0.16
MEDITS-GSA18;2005;77;HYMEITA;12;0.036
MEDITS-GSA18;2005;77;ILLECOI;4;0.556
MEDITS-GSA18;2005;77;LEPICAU;12;0.228
MEDITS-GSA18;2005;77;LEPMBOS;12;0.704
MEDITS-GSA18;2005;77;LOPHBUD;8;0.92
MEDITS-GSA18;2005;77;MERLMER;10;4.14
MEDITS-GSA18;2005;77;NEPRNOR;8;0.36
MEDITS-GSA18;2005;77;PAPELON;420;3.704
MEDITS-GSA18;2005;77;PASIMUL;1960;1.8
MEDITS-GSA18;2005;77;PHYIBLE;104;5.172
MEDITS-GSA18;2005;77;RISSDES;4;0.012
MEDITS-GSA18;2005;77;SEPOSPP;4;0.02
MEDITS-GSA18;2005;77;SOLOMEM;4;0.008
MEDITS-GSA18;2005;77;SYMPNIG;16;0.072
MEDITS-GSA18;2005;77;TRIGLYR;4;0.032
MEDITS-GSA18;2005;78;ARISFOL;68;1.216
MEDITS-GSA18;2005;78;ARITANT;4;0.076
MEDITS-GSA18;2005;78;CHIMMON;8;0.082
MEDITS-GSA18;2005;78;CLORAGA;4;0.03
MEDITS-GSA18;2005;78;COELCOE;12;0.638
MEDITS-GSA18;2005;78;CONGCON;1;2.646
MEDITS-GSA18;2005;78;ETMOSPI;20;2.006
MEDITS-GSA18;2005;78;GALUMEL;16;4.114
