Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2016;76;ALLOMED;30;0.1
MEDITS-GSA18;2016;76;ALLOSUB;19;0.07
MEDITS-GSA18;2016;76;ARNOLAT;14;0.09
MEDITS-GSA18;2016;76;ARNOTHO;33;0.34
MEDITS-GSA18;2016;76;ASPICUC;4;0.11
MEDITS-GSA18;2016;76;BOOPBOO;2;0.07
MEDITS-GSA18;2016;76;BOTHPOD;17;0.32
MEDITS-GSA18;2016;76;CALAGRA;1;0.22
MEDITS-GSA18;2016;76;CEPOMAC;2;0.02
MEDITS-GSA18;2016;76;CITHMAC;13;0.26
MEDITS-GSA18;2016;76;DARDARR;1;0.001
MEDITS-GSA18;2016;76;DENTMAC;15;0.15
MEDITS-GSA18;2016;76;DORILAN;1;0.02
MEDITS-GSA18;2016;76;ELEDCIR;2;0.06
MEDITS-GSA18;2016;76;ENGRENC;2;0.015
MEDITS-GSA18;2016;76;GADAMAR;2;0.07
MEDITS-GSA18;2016;76;GOBIQUA;1;0.01
MEDITS-GSA18;2016;76;ILLECOI;98;2.05
MEDITS-GSA18;2016;76;LEPMBOS;1;0.155
MEDITS-GSA18;2016;76;LISSCHI;1;0.007
MEDITS-GSA18;2016;76;LOLIVUL;5;0.025
MEDITS-GSA18;2016;76;LOPHBUD;1;1.35
MEDITS-GSA18;2016;76;MACOSCO;1;0.005
MEDITS-GSA18;2016;76;MACRLOG;1;0.01
MEDITS-GSA18;2016;76;MCPIDEP;89;0.97
MEDITS-GSA18;2016;76;MCPITUB;11;0.07
MEDITS-GSA18;2016;76;MERLMER;70;3.454
MEDITS-GSA18;2016;76;MULLBAR;88;2.6
MEDITS-GSA18;2016;76;MULLSUR;1;0.061
MEDITS-GSA18;2016;76;NEMISCO;3;0.04
MEDITS-GSA18;2016;76;OCTOVUL;4;1
MEDITS-GSA18;2016;76;PAGEACA;177;1.65
MEDITS-GSA18;2016;76;PAGEERY;2;0.095
MEDITS-GSA18;2016;76;PAPELON;27;0.115
MEDITS-GSA18;2016;76;PONTLAC;3;0.01
MEDITS-GSA18;2016;76;SARDPIL;89;1.63
MEDITS-GSA18;2016;76;SCOMPNE;2;0.02
MEDITS-GSA18;2016;76;SCORNOT;1;0.005
MEDITS-GSA18;2016;76;SEPIELE;4;0.07
MEDITS-GSA18;2016;76;SEPIORB;4;0.08
MEDITS-GSA18;2016;76;SERAHEP;6;0.06
MEDITS-GSA18;2016;76;SOLOMEM;1;0.002
MEDITS-GSA18;2016;76;SPICFLE;4;0.09
MEDITS-GSA18;2016;76;SPICSMA;52;0.8
MEDITS-GSA18;2016;76;SQUIMAN;2;0.04
MEDITS-GSA18;2016;76;SYMPNIG;2;0.015
MEDITS-GSA18;2016;76;TODIEBL;1;0.025
MEDITS-GSA18;2016;76;TRACMED;3;0.02
MEDITS-GSA18;2016;76;TRACTRA;2;0.02
MEDITS-GSA18;2016;76;TRIGLUC;1;0.08
MEDITS-GSA18;2016;76;TRIPLAS;1;0.065
MEDITS-GSA18;2016;76;TRISCAP;7;0.12
MEDITS-GSA18;2016;77;ABRAVER;5;0.045
MEDITS-GSA18;2016;77;ANTOMEG;1;0.015
MEDITS-GSA18;2016;77;ARGRHEM;1;0.003
MEDITS-GSA18;2016;77;CERAMAD;8;0.01
MEDITS-GSA18;2016;77;CHLOGRA;32;0.055
MEDITS-GSA18;2016;77;CLORAGA;129;0.62
MEDITS-GSA18;2016;77;COELCOE;164;0.42
MEDITS-GSA18;2016;77;DARDARR;1;0.045
MEDITS-GSA18;2016;77;ELEDCIR;1;0.45
MEDITS-GSA18;2016;77;HELIDAC;6;0.52
MEDITS-GSA18;2016;77;HOPLMED;16;0.06
MEDITS-GSA18;2016;77;HYGOHIG;38;0.065
MEDITS-GSA18;2016;77;HYMEITA;265;0.49
MEDITS-GSA18;2016;77;ILLECOI;1;0.13
MEDITS-GSA18;2016;77;LEPICAU;2;0.04
MEDITS-GSA18;2016;77;LEPMBOS;7;0.96
MEDITS-GSA18;2016;77;MCPITUB;7;0.04
MEDITS-GSA18;2016;77;MERLMER;52;4.34
MEDITS-GSA18;2016;77;MOLVDYP;3;0.1
MEDITS-GSA18;2016;77;MORAMOR;3;0.015
MEDITS-GSA18;2016;77;MUNIINT;1;0.005
MEDITS-GSA18;2016;77;NEPRNOR;27;0.4
MEDITS-GSA18;2016;77;NEZUSCL;1;0.001
MEDITS-GSA18;2016;77;NOTSELO;74;0.11
MEDITS-GSA18;2016;77;PAPELON;962;3.365
MEDITS-GSA18;2016;77;PASISIV;698;0.45
MEDITS-GSA18;2016;77;PHYIBLE;29;0.73
MEDITS-GSA18;2016;77;PLESACA;1;0.005
MEDITS-GSA18;2016;77;PLESEDW;3;0.005
MEDITS-GSA18;2016;77;PLESMAR;25;0.01
MEDITS-GSA18;2016;77;POLCTYP;3;0.12
MEDITS-GSA18;2016;77;PONPSPI;2;0.003
MEDITS-GSA18;2016;77;PONTLAC;11;0.015
MEDITS-GSA18;2016;77;PROCEDU;30;0.03
MEDITS-GSA18;2016;77;RONDMIN;4;0.01
MEDITS-GSA18;2016;77;SEPEOWE;1;0.015
MEDITS-GSA18;2016;77;SOLOMEM;13;0.04
MEDITS-GSA18;2016;77;TODASAG;3;1.09
MEDITS-GSA18;2016;77;TODIEBL;12;1.2
MEDITS-GSA18;2016;77;TRIGLYR;1;0.08
MEDITS-GSA18;2016;78;ARGRHEM;1;0.002
MEDITS-GSA18;2016;78;ARISFOL;32;0.6
MEDITS-GSA18;2016;78;ARITANT;141;2.5
MEDITS-GSA18;2016;78;CERAMAD;4;0.005
MEDITS-GSA18;2016;78;CLORAGA;1;0.005
MEDITS-GSA18;2016;78;COELCOE;3;0.14
MEDITS-GSA18;2016;78;EPIGDEN;1;0.002
MEDITS-GSA18;2016;78;ETMOSPI;12;0.775
MEDITS-GSA18;2016;78;GALUMEL;14;1.3
MEDITS-GSA18;2016;78;GERYLON;1;0.025
MEDITS-GSA18;2016;78;HETEDIS;1;0.005
MEDITS-GSA18;2016;78;HISTBON;1;0.12
MEDITS-GSA18;2016;78;HOPLMED;2;0.08
MEDITS-GSA18;2016;78;HYGOBEN;1;0.015
MEDITS-GSA18;2016;78;HYGOHIG;1;0.003
MEDITS-GSA18;2016;78;HYMEITA;20;0.07
MEDITS-GSA18;2016;78;LAMACRO;18;0.11
MEDITS-GSA18;2016;78;MICICOC;3;0.002
MEDITS-GSA18;2016;78;MORAMOR;5;0.095
MEDITS-GSA18;2016;78;NEZUSCL;113;0.24
MEDITS-GSA18;2016;78;NOTABON;9;0.14
MEDITS-GSA18;2016;78;NOTSELO;4;0.01
MEDITS-GSA18;2016;78;PASIMUL;6;0.035
MEDITS-GSA18;2016;78;PASISIV;28;0.04
MEDITS-GSA18;2016;78;PHYIBLE;13;0.16
MEDITS-GSA18;2016;78;PLESACA;1;0.005
MEDITS-GSA18;2016;78;PLESMAR;44;0.07
MEDITS-GSA18;2016;78;POLCTYP;20;0.04
MEDITS-GSA18;2016;78;PROCEDU;2;0.004
MEDITS-GSA18;2016;78;SEREDAE;15;0.02
MEDITS-GSA18;2016;78;STOMBOA;1;0.01
MEDITS-GSA18;2016;78;TODIEBL;2;0.31
MEDITS-GSA18;2016;80;ALLOMED;4;0.01
MEDITS-GSA18;2016;80;ALLOSUB;5;0.03
MEDITS-GSA18;2016;80;ARIOBAL;1;0.02
MEDITS-GSA18;2016;80;ARNOLAT;10;0.04
MEDITS-GSA18;2016;80;DASIPAS;1;0.2
MEDITS-GSA18;2016;80;DIPLANN;15;0.34
MEDITS-GSA18;2016;80;DORILAN;4;0.05
MEDITS-GSA18;2016;80;ENGRENC;7;0.02
MEDITS-GSA18;2016;80;LOLIVUL;5;0.03
MEDITS-GSA18;2016;80;MCPIDEP;8;0.1
MEDITS-GSA18;2016;80;MULLBAR;1106;3.27
MEDITS-GSA18;2016;80;MULLSUR;2;0.05
MEDITS-GSA18;2016;80;OCTOVUL;4;0.77
MEDITS-GSA18;2016;80;PAGEACA;5;0.04
MEDITS-GSA18;2016;80;PAGEERY;13;0.23
MEDITS-GSA18;2016;80;PONTCAT;3;0.005
MEDITS-GSA18;2016;80;SARDPIL;30;0.24
MEDITS-GSA18;2016;80;SCOMPNE;3;0.01
MEDITS-GSA18;2016;80;SCORNOT;1;0.01
MEDITS-GSA18;2016;80;SERAHEP;6;0.03
MEDITS-GSA18;2016;80;SERIDUM;3;0.18
MEDITS-GSA18;2016;80;SPARPAG;2;0.04
MEDITS-GSA18;2016;80;SPICFLE;235;0.48
MEDITS-GSA18;2016;80;TRACMED;12;0.03
MEDITS-GSA18;2016;80;URANSCA;1;0.005
MEDITS-GSA18;2016;83;ALLOMED;148;0.13
MEDITS-GSA18;2016;83;ALLOSUB;12;0.01
MEDITS-GSA18;2016;83;ASPICUC;61;1.35
MEDITS-GSA18;2016;83;CAPOAPE;2;0.005
MEDITS-GSA18;2016;83;ELEDCIR;1;0.01
MEDITS-GSA18;2016;83;ENGRENC;2;0.02
MEDITS-GSA18;2016;83;GLOSLEI;1662;3.5
MEDITS-GSA18;2016;83;ILLECOI;247;2.13
MEDITS-GSA18;2016;83;LEPMBOS;1;0.13
MEDITS-GSA18;2016;83;LEPTCAV;8;0.05
MEDITS-GSA18;2016;83;LOLIVUL;1;0.015
MEDITS-GSA18;2016;83;LOPHBUD;2;0.37
