Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2001;75;ALLOMED;140;0.208
MEDITS-GSA18;2001;75;ARNOLAT;16;0.155
MEDITS-GSA18;2001;75;ASPICUC;35;0.423
MEDITS-GSA18;2001;75;BLENOCE;2;0.004
MEDITS-GSA18;2001;75;CALMMAC;11;0.054
MEDITS-GSA18;2001;75;CONGCON;1;0.019
MEDITS-GSA18;2001;75;ELEDMOS;2;0.5
MEDITS-GSA18;2001;75;ENGRENC;13;0.188
MEDITS-GSA18;2001;75;EUTRGUR;21;0.188
MEDITS-GSA18;2001;75;ILLECOI;300;2.3
MEDITS-GSA18;2001;75;LEPTCAV;13;0.097
MEDITS-GSA18;2001;75;LIZAAUR;1;0.245
MEDITS-GSA18;2001;75;LOPHBUD;2;0.415
MEDITS-GSA18;2001;75;MACOSCO;8;0.015
MEDITS-GSA18;2001;75;MCPIDEP;10;0.096
MEDITS-GSA18;2001;75;MERLMER;22;1.178
MEDITS-GSA18;2001;75;MULLSUR;2;0.144
MEDITS-GSA18;2001;75;SCORELO;1;0.004
MEDITS-GSA18;2001;75;SCORSCO;1;0.011
MEDITS-GSA18;2001;75;SEPOSPP;1;0.007
MEDITS-GSA18;2001;75;SERACAB;2;0.066
MEDITS-GSA18;2001;75;SERAHEP;40;0.279
MEDITS-GSA18;2001;75;SPICFLE;4;0.154
MEDITS-GSA18;2001;75;SPICSMA;12;0.237
MEDITS-GSA18;2001;75;SYMPNIG;2;0.014
MEDITS-GSA18;2001;75;TRACTRA;158;0.61
MEDITS-GSA18;2001;75;TRAHDRA;1;0.047
MEDITS-GSA18;2001;75;TRIPLAS;8;0.476
MEDITS-GSA18;2001;75;TRISCAP;1;0.007
MEDITS-GSA18;2001;76;ALLOMED;60;0.143
MEDITS-GSA18;2001;76;ALLOSUB;2;0.027
MEDITS-GSA18;2001;76;ANTOMEG;1;0.004
MEDITS-GSA18;2001;76;ARNOLAT;14;0.133
MEDITS-GSA18;2001;76;ASPICUC;11;0.087
MEDITS-GSA18;2001;76;CALMMAC;6;0.023
MEDITS-GSA18;2001;76;CEPOMAC;2;0.013
MEDITS-GSA18;2001;76;DARDARR;2;0.04
MEDITS-GSA18;2001;76;ELEDCIR;1;0.555
MEDITS-GSA18;2001;76;ELEDMOS;4;0.715
MEDITS-GSA18;2001;76;ENGRENC;1;0.019
MEDITS-GSA18;2001;76;EUTRGUR;42;0.328
MEDITS-GSA18;2001;76;GOBIQUA;1;0.006
MEDITS-GSA18;2001;76;ILLECOI;72;0.741
MEDITS-GSA18;2001;76;LEPTCAV;6;0.018
MEDITS-GSA18;2001;76;LOPHBUD;2;0.038
MEDITS-GSA18;2001;76;LOPHPIS;1;0.026
MEDITS-GSA18;2001;76;MCPIDEP;18;0.228
MEDITS-GSA18;2001;76;MERLMER;32;1.167
MEDITS-GSA18;2001;76;PAPELON;27;0.088
MEDITS-GSA18;2001;76;SEPIELE;3;0.024
MEDITS-GSA18;2001;76;SEPOSPP;1;0.005
MEDITS-GSA18;2001;76;SERAHEP;15;0.099
MEDITS-GSA18;2001;76;SPICFLE;3;0.115
MEDITS-GSA18;2001;76;SPICSMA;8;0.134
MEDITS-GSA18;2001;76;SYMPNIG;6;0.049
MEDITS-GSA18;2001;76;TRACTRA;28;0.091
MEDITS-GSA18;2001;76;TRAHDRA;2;0.221
MEDITS-GSA18;2001;76;TRIGLUC;6;0.028
MEDITS-GSA18;2001;76;TRISCAP;6;0.017
MEDITS-GSA18;2001;77;ANTOMEG;1;0.006
MEDITS-GSA18;2001;77;ARIOBAL;1;0.006
MEDITS-GSA18;2001;77;CHIMMON;1;0.007
MEDITS-GSA18;2001;77;CLORAGA;10;0.056
MEDITS-GSA18;2001;77;COELCOE;25;0.309
MEDITS-GSA18;2001;77;EPIGTEL;2;0.005
MEDITS-GSA18;2001;77;ETMOSPI;7;0.088
MEDITS-GSA18;2001;77;GADAMAR;1;0.001
MEDITS-GSA18;2001;77;GALUMEL;2;0.574
MEDITS-GSA18;2001;77;HELIDAC;8;0.183
MEDITS-GSA18;2001;77;HYMEITA;82;0.195
MEDITS-GSA18;2001;77;LEPICAU;1;1.1
MEDITS-GSA18;2001;77;MCPIDEP;6;0.043
MEDITS-GSA18;2001;77;MERLMER;4;0.352
MEDITS-GSA18;2001;77;MICMPOU;1;0.118
MEDITS-GSA18;2001;77;MUNIRUG;2;0.007
MEDITS-GSA18;2001;77;NEPRNOR;108;2.2
MEDITS-GSA18;2001;77;PAGEBOG;1;0.064
MEDITS-GSA18;2001;77;PAGEERY;1;0.053
MEDITS-GSA18;2001;77;PASISIV;1141;1.141
MEDITS-GSA18;2001;77;PHYIBLE;126;2.8
MEDITS-GSA18;2001;77;PLESMAR;10;0.011
MEDITS-GSA18;2001;77;POLCTYP;13;0.057
MEDITS-GSA18;2001;77;SOLOMEM;10;0.015
MEDITS-GSA18;2001;77;SYMPNIG;6;0.033
MEDITS-GSA18;2001;78;ARISFOL;5;0.15
MEDITS-GSA18;2001;78;ARITANT;12;0.4
MEDITS-GSA18;2001;78;CHIMMON;9;3.882
MEDITS-GSA18;2001;78;CLORAGA;4;0.03
MEDITS-GSA18;2001;78;COELCOE;10;0.443
MEDITS-GSA18;2001;78;EPIGTEL;1;0.032
MEDITS-GSA18;2001;78;ETMOSPI;25;0.394
MEDITS-GSA18;2001;78;GALUMEL;29;4
MEDITS-GSA18;2001;78;GERYLON;4;0.242
MEDITS-GSA18;2001;78;HOPLMED;8;0.224
MEDITS-GSA18;2001;78;HYMEITA;28;0.091
MEDITS-GSA18;2001;78;NEPRNOR;4;0.2
MEDITS-GSA18;2001;78;NETTMEL;2;0.004
MEDITS-GSA18;2001;78;NEZUSCL;62;0.992
MEDITS-GSA18;2001;78;PHYIBLE;4;0.031
MEDITS-GSA18;2001;78;POLCTYP;116;0.462
MEDITS-GSA18;2001;78;STOMBOA;1;0.004
MEDITS-GSA18;2001;78;TODIEBL;1;0.15
MEDITS-GSA18;2001;79;ANTOMEG;1;0.003
MEDITS-GSA18;2001;79;ARGESPY;7;0.053
MEDITS-GSA18;2001;79;ARNOLAT;2;0.012
MEDITS-GSA18;2001;79;ASPICUC;108;2.372
MEDITS-GSA18;2001;79;CALMMAC;3;0.011
MEDITS-GSA18;2001;79;CAPOAPE;6;0.076
MEDITS-GSA18;2001;79;CARPACU;1;0.003
MEDITS-GSA18;2001;79;ELEDCIR;2;0.58
MEDITS-GSA18;2001;79;GERYLON;2;0.018
MEDITS-GSA18;2001;79;HELIDAC;11;0.18
MEDITS-GSA18;2001;79;ILLECOI;85;1.113
MEDITS-GSA18;2001;79;LEPTCAV;6;0.035
MEDITS-GSA18;2001;79;LOPHBUD;12;2.144
MEDITS-GSA18;2001;79;LOPHPIS;1;0.72
MEDITS-GSA18;2001;79;MACOSCO;69;0.235
MEDITS-GSA18;2001;79;MERLMER;74;1.83
MEDITS-GSA18;2001;79;MULLBAR;5;0.383
MEDITS-GSA18;2001;79;MULLSUR;1;0.092
MEDITS-GSA18;2001;79;OCTOSAL;3;1.076
MEDITS-GSA18;2001;79;OCTOVUL;1;0.204
MEDITS-GSA18;2001;79;OPDIBAR;1;0.013
MEDITS-GSA18;2001;79;OPHCRUF;1;0.029
MEDITS-GSA18;2001;79;PAPELON;195;0.96
MEDITS-GSA18;2001;79;PARTMAC;2;0.152
MEDITS-GSA18;2001;79;PHYIBLE;1;0.017
MEDITS-GSA18;2001;79;SARDPIL;3;0.071
MEDITS-GSA18;2001;79;SCORELO;5;0.072
MEDITS-GSA18;2001;79;SCORNOT;9;0.086
MEDITS-GSA18;2001;79;SCYOCAN;1;0.276
MEDITS-GSA18;2001;79;SEPIORB;1;0.008
MEDITS-GSA18;2001;79;SERAHEP;39;0.239
MEDITS-GSA18;2001;79;SPICSMA;3;0.067
MEDITS-GSA18;2001;79;SYMPNIG;5;0.037
MEDITS-GSA18;2001;79;TRACTRA;2140;8.28
MEDITS-GSA18;2001;79;TRISCAP;10;0.052
MEDITS-GSA18;2001;79;URANSCA;2;0.3
MEDITS-GSA18;2001;80;ALLOMED;14;0.033
MEDITS-GSA18;2001;80;ALLOSUB;16;0.09
MEDITS-GSA18;2001;80;ANTOMEG;1;0.002
MEDITS-GSA18;2001;80;ARNOLAT;5;0.019
MEDITS-GSA18;2001;80;BOOPBOO;3;0.107
MEDITS-GSA18;2001;80;CEPOMAC;2;0.005
MEDITS-GSA18;2001;80;DORILAN;2;0.036
MEDITS-GSA18;2001;80;ELEDMOS;6;1.43
MEDITS-GSA18;2001;80;ENGRENC;7;0.097
MEDITS-GSA18;2001;80;GOBIFRI;1;0.004
MEDITS-GSA18;2001;80;GOBINIG;1;0.033
MEDITS-GSA18;2001;80;ILLECOI;6;0.246
MEDITS-GSA18;2001;80;LOLIVUL;11;0.042
MEDITS-GSA18;2001;80;MACOSCO;1;0.004
MEDITS-GSA18;2001;80;OPDIBAR;1;0.033
MEDITS-GSA18;2001;80;PAGEERY;38;0.597
MEDITS-GSA18;2001;80;SCORSCO;1;0.3
MEDITS-GSA18;2001;80;SEPOSPP;1;0.002
MEDITS-GSA18;2001;80;SERACAB;4;0.105
MEDITS-GSA18;2001;80;SERAHEP;9;0.056
MEDITS-GSA18;2001;80;SPICFLE;4;0.099
MEDITS-GSA18;2001;80;SPICSMA;7;0.082
MEDITS-GSA18;2001;80;SQUIMAN;2;0.06
MEDITS-GSA18;2001;80;TRACTRA;66;3.91
MEDITS-GSA18;2001;81;ARGESPY;2;0.027
MEDITS-GSA18;2001;81;ARNORUP;1;0.013
MEDITS-GSA18;2001;81;ASPICUC;10;0.695
MEDITS-GSA18;2001;81;CALMMAC;1;0.005
MEDITS-GSA18;2001;81;ELEDCIR;4;1.127
MEDITS-GSA18;2001;81;HELIDAC;2;0.029
MEDITS-GSA18;2001;81;ILLECOI;7;0.138
MEDITS-GSA18;2001;81;LEPMBOS;1;0.163
MEDITS-GSA18;2001;81;LEPMWHS;5;0.096
MEDITS-GSA18;2001;81;LOPHBUD;5;1.362
MEDITS-GSA18;2001;81;MACOSCO;6;0.029
MEDITS-GSA18;2001;81;MERLMER;10;0.271
MEDITS-GSA18;2001;81;MULLBAR;1;0.125
MEDITS-GSA18;2001;81;OCTOVUL;1;0.1
MEDITS-GSA18;2001;81;PAGEBOG;1;0.056
MEDITS-GSA18;2001;81;PAPELON;43;0.461
MEDITS-GSA18;2001;81;PHYIBLE;3;0.029
MEDITS-GSA18;2001;81;SERAHEP;1;0.003
MEDITS-GSA18;2001;81;SYMPNIG;1;0.007
MEDITS-GSA18;2001;81;TODIEBL;9;0.25
MEDITS-GSA18;2001;81;TRISCAP;1;0.001
MEDITS-GSA18;2001;82;ANTOMEG;1;0.005
MEDITS-GSA18;2001;82;CLORAGA;42;0.169
MEDITS-GSA18;2001;82;CONGCON;1;0.15
MEDITS-GSA18;2001;82;ELEDCIR;1;0.58
MEDITS-GSA18;2001;82;GADIARG;1;0.003
MEDITS-GSA18;2001;82;GOBIFRI;3;0.004
MEDITS-GSA18;2001;82;HELIDAC;4;0.094
MEDITS-GSA18;2001;82;HYGOBEN;1;0.002
MEDITS-GSA18;2001;82;HYMEITA;4;0.01
MEDITS-GSA18;2001;82;LAMACRO;1;0.001
MEDITS-GSA18;2001;82;LOPHBUD;5;0.351
MEDITS-GSA18;2001;82;MCPIDEP;6;0.077
MEDITS-GSA18;2001;82;MERLMER;6;0.803
MEDITS-GSA18;2001;82;MUNIRUG;5;0.024
MEDITS-GSA18;2001;82;NEORCAR;1;0.141
MEDITS-GSA18;2001;82;NEPRNOR;33;0.418
MEDITS-GSA18;2001;82;OCTOVUL;1;0.551
MEDITS-GSA18;2001;82;PAGEBOG;1;0.074
MEDITS-GSA18;2001;82;PAPELON;125;1.28
MEDITS-GSA18;2001;82;PASISIV;135;0.34
MEDITS-GSA18;2001;82;PHYIBLE;78;1.1
MEDITS-GSA18;2001;82;POLCTYP;4;0.042
MEDITS-GSA18;2001;82;SEPOSPP;4;0.008
MEDITS-GSA18;2001;82;SYMPNIG;4;0.022
MEDITS-GSA18;2001;82;TODIEBL;3;0.197
MEDITS-GSA18;2001;83;ARGESPY;10;0.071
MEDITS-GSA18;2001;83;ARNOLAT;5;0.03
MEDITS-GSA18;2001;83;ASPICUC;4;0.181
MEDITS-GSA18;2001;83;CONGCON;1;0.027
MEDITS-GSA18;2001;83;ELEDCIR;3;0.5
MEDITS-GSA18;2001;83;EUTRGUR;1;0.008
MEDITS-GSA18;2001;83;HELIDAC;1;0.002
MEDITS-GSA18;2001;83;ILLECOI;160;1.37
MEDITS-GSA18;2001;83;LEPTCAV;1;0.001
MEDITS-GSA18;2001;83;MACOSCO;9;0.015
MEDITS-GSA18;2001;83;MCPITUB;12;0.148
MEDITS-GSA18;2001;83;MERLMER;25;0.85
MEDITS-GSA18;2001;83;MULLBAR;7;0.9
MEDITS-GSA18;2001;83;PAPELON;30;0.293
MEDITS-GSA18;2001;83;SARDPIL;2;0.06
MEDITS-GSA18;2001;83;SEPIORB;1;0.005
MEDITS-GSA18;2001;83;SERAHEP;5;0.033
MEDITS-GSA18;2001;83;SPICSMA;1;0.01
MEDITS-GSA18;2001;83;TODIEBL;1;0.033
MEDITS-GSA18;2001;83;TRACTRA;240;0.895
MEDITS-GSA18;2001;83;TRISCAP;29;0.128
MEDITS-GSA18;2001;83;URANSCA;1;0.065
MEDITS-GSA18;2001;84;ARNOLAT;5;0.195
MEDITS-GSA18;2001;84;ASPICUC;23;1.214
MEDITS-GSA18;2001;84;CALMMAC;1;0.004
MEDITS-GSA18;2001;84;ELEDCIR;1;0.437
MEDITS-GSA18;2001;84;EUTRGUR;17;0.057
MEDITS-GSA18;2001;84;ILLECOI;186;2.21
MEDITS-GSA18;2001;84;LEPTCAV;6;0.093
MEDITS-GSA18;2001;84;LOPHPIS;2;0.6
MEDITS-GSA18;2001;84;MACOSCO;24;0.345
MEDITS-GSA18;2001;84;MCPIDEP;1;0.025
MEDITS-GSA18;2001;84;MERLMER;30;1.1
MEDITS-GSA18;2001;84;MULLBAR;1;0.1
MEDITS-GSA18;2001;84;PAPELON;26;0.229
MEDITS-GSA18;2001;84;SARDPIL;4;0.09
MEDITS-GSA18;2001;84;SERACAB;1;0.045
MEDITS-GSA18;2001;84;SERAHEP;14;0.069
MEDITS-GSA18;2001;84;TODIEBL;1;0.055
MEDITS-GSA18;2001;84;TORPMAR;1;0.665
MEDITS-GSA18;2001;84;TRACTRA;241;3.957
MEDITS-GSA18;2001;84;TRIPLAS;1;0.095
MEDITS-GSA18;2001;84;TRISCAP;16;0.072
MEDITS-GSA18;2001;84;ZEUSFAB;1;0.1
MEDITS-GSA18;2001;85;ARISFOL;26;0.5
MEDITS-GSA18;2001;85;BATYMAR;2;0.049
MEDITS-GSA18;2001;85;CHIMMON;2;0.758
MEDITS-GSA18;2001;85;CLORAGA;4;0.03
MEDITS-GSA18;2001;85;COELCOE;4;0.071
MEDITS-GSA18;2001;85;ETMOSPI;13;0.386
MEDITS-GSA18;2001;85;GADIARG;1;0.005
MEDITS-GSA18;2001;85;GALUMEL;1;0.444
MEDITS-GSA18;2001;85;HELIDAC;1;0.02
MEDITS-GSA18;2001;85;HOPLMED;18;1
MEDITS-GSA18;2001;85;HYMEITA;48;0.134
MEDITS-GSA18;2001;85;MACOSCO;1;0.009
MEDITS-GSA18;2001;85;MERLMER;1;0.4
MEDITS-GSA18;2001;85;NEORCAR;1;0.061
MEDITS-GSA18;2001;85;NEPRNOR;9;0.221
MEDITS-GSA18;2001;85;NEZUSCL;5;0.032
MEDITS-GSA18;2001;85;OCTOTET;1;0.329
MEDITS-GSA18;2001;85;PAPELON;2;0.05
MEDITS-GSA18;2001;85;PASISIV;29;0.028
MEDITS-GSA18;2001;85;PHYIBLE;55;0.752
MEDITS-GSA18;2001;85;PLESMAR;68;0.346
MEDITS-GSA18;2001;85;POLCTYP;47;0.204
MEDITS-GSA18;2001;85;ROSSMAC;1;0.093
MEDITS-GSA18;2001;85;SCYMLIC;1;0.654
MEDITS-GSA18;2001;85;SOLOMEM;5;0.026
