Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2004;75;ALLOSUB;24;0.12
MEDITS-GSA18;2004;75;ARIOBAL;1;0.053
MEDITS-GSA18;2004;75;ASPICUC;75;3.131
MEDITS-GSA18;2004;75;BLENOCE;2;0.075
MEDITS-GSA18;2004;75;BOOPBOO;12;0.233
MEDITS-GSA18;2004;75;CEPOMAC;1;0.04
MEDITS-GSA18;2004;75;ENGRENC;14;0.147
MEDITS-GSA18;2004;75;EUTRGUR;3;0.036
MEDITS-GSA18;2004;75;GOBIQUA;1;0.003
MEDITS-GSA18;2004;75;ILLECOI;68;1.677
MEDITS-GSA18;2004;75;LEPTCAV;16;0.11
MEDITS-GSA18;2004;75;LOPHBUD;2;0.379
MEDITS-GSA18;2004;75;MACOSCO;4;0.017
MEDITS-GSA18;2004;75;MCPIDEP;4;0.062
MEDITS-GSA18;2004;75;MERLMER;50;1.589
MEDITS-GSA18;2004;75;MULLSUR;18;1.788
MEDITS-GSA18;2004;75;OCTOVUL;2;0.62
MEDITS-GSA18;2004;75;PAGEACA;10;0.159
MEDITS-GSA18;2004;75;PAGEERY;4;0.154
MEDITS-GSA18;2004;75;SARDPIL;1;0.017
MEDITS-GSA18;2004;75;SCORNOT;1;0.033
MEDITS-GSA18;2004;75;SERACAB;1;0.022
MEDITS-GSA18;2004;75;SERAHEP;24;0.15
MEDITS-GSA18;2004;75;SPICSMA;32;0.51
MEDITS-GSA18;2004;75;SQUIMAN;1;0.034
MEDITS-GSA18;2004;75;SYMPNIG;2;0.033
MEDITS-GSA18;2004;75;TRACTRA;13;0.077
MEDITS-GSA18;2004;75;TRAHDRA;1;0.052
MEDITS-GSA18;2004;75;TRIGLUC;2;0.103
MEDITS-GSA18;2004;75;TRIPLAS;3;0.148
MEDITS-GSA18;2004;75;ZEUSFAB;2;0.079
MEDITS-GSA18;2004;76;ARNOLAT;4;0.069
MEDITS-GSA18;2004;76;ASPICUC;56;1.4
MEDITS-GSA18;2004;76;BOOPBOO;40;0.83
MEDITS-GSA18;2004;76;DALOIMB;1;0.019
MEDITS-GSA18;2004;76;ELEDMOS;2;1.057
MEDITS-GSA18;2004;76;ENGRENC;2;0.025
MEDITS-GSA18;2004;76;EUTRGUR;1;0.02
MEDITS-GSA18;2004;76;ILLECOI;84;2
MEDITS-GSA18;2004;76;LEPTCAV;2;0.024
MEDITS-GSA18;2004;76;LOLIVUL;40;0.614
MEDITS-GSA18;2004;76;LOPHBUD;2;0.331
MEDITS-GSA18;2004;76;MCPIDEP;3;0.035
MEDITS-GSA18;2004;76;MERLMER;45;1.094
MEDITS-GSA18;2004;76;MULLBAR;48;1.712
MEDITS-GSA18;2004;76;MULLSUR;26;1.6
MEDITS-GSA18;2004;76;OCTOVUL;3;1.087
MEDITS-GSA18;2004;76;PAGEACA;1001;20
MEDITS-GSA18;2004;76;SCORNOT;3;0.053
MEDITS-GSA18;2004;76;SEPIOFF;1;0.207
MEDITS-GSA18;2004;76;SEPOSPP;2;0.012
MEDITS-GSA18;2004;76;SERAHEP;1;0.008
MEDITS-GSA18;2004;76;SPICSMA;120;1.8
MEDITS-GSA18;2004;76;TORPMAR;1;0.069
MEDITS-GSA18;2004;76;TRACMED;14;0.315
MEDITS-GSA18;2004;76;TRAHDRA;1;0.095
MEDITS-GSA18;2004;76;TRIPLAS;6;0.114
MEDITS-GSA18;2004;76;ZEUSFAB;4;1.5
MEDITS-GSA18;2004;77;ANTOMEG;2;0.016
MEDITS-GSA18;2004;77;BATYMAR;20;0.724
MEDITS-GSA18;2004;77;CAPOAPE;13;0.18
MEDITS-GSA18;2004;77;CLORAGA;3;0.01
MEDITS-GSA18;2004;77;CONGCON;1;0.1
MEDITS-GSA18;2004;77;ELEDCIR;2;1.1
MEDITS-GSA18;2004;77;GADIARG;372;0.6
MEDITS-GSA18;2004;77;HELIDAC;24;0.5
MEDITS-GSA18;2004;77;ILLECOI;2;0.2
MEDITS-GSA18;2004;77;LEPMBOS;5;0.13
MEDITS-GSA18;2004;77;LOPHBUD;6;1.1
MEDITS-GSA18;2004;77;MCPIDEP;40;0.358
