Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;1995;75;ALLOMED;16;0.069
MEDITS-GSA18;1995;75;BOOPBOO;7;0.597
MEDITS-GSA18;1995;75;CALMMAC;1;0.002
MEDITS-GSA18;1995;75;CARPACU;1;0.005
MEDITS-GSA18;1995;75;CEPOMAC;9;0.086
MEDITS-GSA18;1995;75;CONGCON;1;0.057
MEDITS-GSA18;1995;75;EUTRGUR;5;0.026
MEDITS-GSA18;1995;75;ILLECOI;2;0.021
MEDITS-GSA18;1995;75;LEPICAU;3;2.029
MEDITS-GSA18;1995;75;LOPHBUD;1;0.012
MEDITS-GSA18;1995;75;MCPIDEP;25;0.596
MEDITS-GSA18;1995;75;MCPITUB;6;0.108
MEDITS-GSA18;1995;75;MERLMER;75;3.344
MEDITS-GSA18;1995;75;MULLSUR;1;0.04
MEDITS-GSA18;1995;75;OPHCRUF;4;0.243
MEDITS-GSA18;1995;75;SEPIELE;1;0.032
MEDITS-GSA18;1995;75;SEPIORB;1;0.062
MEDITS-GSA18;1995;75;SERACAB;2;0.07
MEDITS-GSA18;1995;75;SERAHEP;1;0.008
MEDITS-GSA18;1995;75;TODIEBL;1;0.016
MEDITS-GSA18;1995;75;TRACTRA;334;0.809
MEDITS-GSA18;1995;75;TRISCAP;20;0.069
MEDITS-GSA18;1995;75;URANSCA;2;0.68
MEDITS-GSA18;1995;76;ALLOMED;20;0.06
MEDITS-GSA18;1995;76;ANTOMEG;2;0.022
MEDITS-GSA18;1995;76;ARNOLAT;2;0.012
MEDITS-GSA18;1995;76;ASPICUC;10;0.053
MEDITS-GSA18;1995;76;CALMMAC;1;0.005
MEDITS-GSA18;1995;76;CEPOMAC;4;0.044
MEDITS-GSA18;1995;76;DARDARR;6;0.117
MEDITS-GSA18;1995;76;EUTRGUR;12;0.07
MEDITS-GSA18;1995;76;ILLECOI;1;0.178
MEDITS-GSA18;1995;76;LEPTCAV;1;0.007
MEDITS-GSA18;1995;76;LOLIVUL;1;0.214
MEDITS-GSA18;1995;76;MCPIDEP;51;0.414
MEDITS-GSA18;1995;76;MERLMER;62;2.522
MEDITS-GSA18;1995;76;MICMPOU;1;0.015
MEDITS-GSA18;1995;76;MICUVAR;1;0.02
MEDITS-GSA18;1995;76;MULLSUR;3;0.209
MEDITS-GSA18;1995;76;OPHCRUF;4;0.193
MEDITS-GSA18;1995;76;PAGUALA;2;0.016
MEDITS-GSA18;1995;76;SERACAB;2;0.094
MEDITS-GSA18;1995;76;SERAHEP;11;0.082
MEDITS-GSA18;1995;76;TRACTRA;710;1.489
MEDITS-GSA18;1995;76;TRISCAP;64;0.223
MEDITS-GSA18;1995;77;ANTOMEG;4;0.006
MEDITS-GSA18;1995;77;ARISFOL;15;0.067
MEDITS-GSA18;1995;77;ARNOLAT;1;0.005
MEDITS-GSA18;1995;77;CHIMMON;4;0.045
MEDITS-GSA18;1995;77;CHLOGRA;4;0.006
MEDITS-GSA18;1995;77;CLORAGA;14;0.107
MEDITS-GSA18;1995;77;COELCOE;38;0.74
MEDITS-GSA18;1995;77;CONGCON;5;0.499
MEDITS-GSA18;1995;77;DARDARR;1;0.03
MEDITS-GSA18;1995;77;ECHIDEN;3;0.012
MEDITS-GSA18;1995;77;EPIGDEN;19;0.053
MEDITS-GSA18;1995;77;ETMOSPI;62;0.682
MEDITS-GSA18;1995;77;GALUMEL;18;0.232
MEDITS-GSA18;1995;77;HELIDAC;6;0.354
MEDITS-GSA18;1995;77;HOPLMED;1;0.033
MEDITS-GSA18;1995;77;HYMEITA;2;0.006
MEDITS-GSA18;1995;77;LEPICAU;1;2.276
MEDITS-GSA18;1995;77;LEPMBOS;6;0.714
MEDITS-GSA18;1995;77;LOPHBUD;2;2.894
MEDITS-GSA18;1995;77;MCPITUB;18;0.068
MEDITS-GSA18;1995;77;MERLMER;184;11.27
MEDITS-GSA18;1995;77;MICMPOU;21;0.485
MEDITS-GSA18;1995;77;MUNIINT;1;0.004
MEDITS-GSA18;1995;77;MYCOSPP;1554;2.986
MEDITS-GSA18;1995;77;NEPRNOR;63;1.163
MEDITS-GSA18;1995;77;OPHCRUF;1;0.04
MEDITS-GSA18;1995;77;PAGUPRI;1;0.006
MEDITS-GSA18;1995;77;PAPELON;58;0.738
MEDITS-GSA18;1995;77;PARLCOR;11;0.048
MEDITS-GSA18;1995;77;PASISIV;6880;7.634
MEDITS-GSA18;1995;77;PHYIBLE;117;2.309
MEDITS-GSA18;1995;77;PLESMAR;5;0.005
MEDITS-GSA18;1995;77;PROCMED;18;0.037
MEDITS-GSA18;1995;77;SOLOMEM;178;0.44
MEDITS-GSA18;1995;77;STOMBOA;14;0.066
MEDITS-GSA18;1995;77;TRACTRA;2;0.003
MEDITS-GSA18;1995;78;ARGRHEM;3;0.003
MEDITS-GSA18;1995;78;ARISFOL;2;0.05
MEDITS-GSA18;1995;78;CHIMMON;1;0.1
MEDITS-GSA18;1995;78;COELCOE;15;1.412
MEDITS-GSA18;1995;78;CONGCON;1;0.525
MEDITS-GSA18;1995;78;ELECRIS;31;0.039
MEDITS-GSA18;1995;78;ETMOSPI;2;0.029
MEDITS-GSA18;1995;78;GALUMEL;11;2.043
MEDITS-GSA18;1995;78;HELIDAC;1;0.16
MEDITS-GSA18;1995;78;HISTBON;1;0.697
MEDITS-GSA18;1995;78;HISTREV;1;0.041
MEDITS-GSA18;1995;78;HOPLMED;5;0.372
MEDITS-GSA18;1995;78;HYMEITA;2;0.009
MEDITS-GSA18;1995;78;ILLECOI;2;0.221
MEDITS-GSA18;1995;78;LAMACRO;13;0.205
MEDITS-GSA18;1995;78;MEGANOR;1070;0.267
MEDITS-GSA18;1995;78;MERLMER;1;1.894
MEDITS-GSA18;1995;78;MICMPOU;8;1.735
MEDITS-GSA18;1995;78;MYCOPUN;3;0.003
MEDITS-GSA18;1995;78;NEPRNOR;1;0.085
MEDITS-GSA18;1995;78;NEZUSCL;2;0.011
MEDITS-GSA18;1995;78;NOTSKRO;181;0.231
MEDITS-GSA18;1995;78;PAGEBOG;1;0.249
MEDITS-GSA18;1995;78;PAGUPRI;3;0.025
