Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2019;109;6;1;0.046;41.29625;16.56042;43
MEDITS-GSA18;2019;125;6;1;0.045;41.39608;16.40608;35.5
MEDITS-GSA18;2019;129;6;2;0.051;41.60692;16.5225;78
MEDITS-GSA18;2019;147;6;3;0.053;41.69883;16.69883;104.5
MEDITS-GSA18;2019;148;6;3;0.05;41.61075;16.741;107.5
MEDITS-GSA18;2019;112;6;2;0.048;41.33617;16.55608;56
MEDITS-GSA18;2019;160;6;2;0.049;41.49292;16.5005;68
MEDITS-GSA18;2019;123;6;1;0.048;41.57292;16.22467;19.5
MEDITS-GSA18;2019;121;6;1;0.047;41.71308;16.15875;10.5
MEDITS-GSA18;2019;117;6;1;0.046;41.78908;16.3285;34
MEDITS-GSA18;2019;126;6;2;0.049;41.72358;16.51158;82.5
MEDITS-GSA18;2019;138;6;3;0.052;41.3205;16.85542;107
MEDITS-GSA18;2019;110;6;3;0.052;41.45725;16.84617;114.5
MEDITS-GSA18;2019;142;6;4;0.103;41.52825;17.08908;402
MEDITS-GSA18;2019;116;6;5;0.094;41.53417;17.17058;554.5
MEDITS-GSA18;2019;137;6;3;0.054;41.55642;16.8775;132
MEDITS-GSA18;2019;146;6;3;0.051;41.90658;16.76633;168
MEDITS-GSA18;2019;145;6;4;0.103;42.1575;16.95817;401
MEDITS-GSA18;2019;144;6;5;0.098;42.09692;17.02225;614.5
MEDITS-GSA18;2019;143;6;5;0.099;41.99308;17.01567;574
MEDITS-GSA18;2019;139;6;4;0.108;41.92267;16.82892;228
MEDITS-GSA18;2019;162;6;3;0.051;41.82475;16.72275;133
MEDITS-GSA18;2019;100;6;1;0.045;41.1925;16.74833;39
MEDITS-GSA18;2019;161;6;3;0.052;41.11342;17.3165;118.5
MEDITS-GSA18;2019;105;6;2;0.052;41.18333;16.82192;53.5
MEDITS-GSA18;2019;107;6;3;0.051;41.2405;16.98758;113.5
MEDITS-GSA18;2019;80;6;1;0.049;41.12783;16.96;39
MEDITS-GSA18;2019;104;6;2;0.051;41.12658;17.07275;89
MEDITS-GSA18;2019;150;6;3;0.05;41.04442;17.47383;132
MEDITS-GSA18;2019;134;6;2;0.051;40.93283;17.45567;73.5
MEDITS-GSA18;2019;135;6;1;0.045;41.01317;17.225;34.5
MEDITS-GSA18;2019;132;6;3;0.052;40.90833;17.671;104
MEDITS-GSA18;2019;101;6;2;0.049;40.878;17.54175;62
MEDITS-GSA18;2019;152;7;5;0.1;41.046;17.84867;544.5
MEDITS-GSA18;2019;97;7;3;0.053;40.78842;17.99183;109
MEDITS-GSA18;2019;154;7;2;0.05;40.75825;17.83308;80
MEDITS-GSA18;2019;133;7;3;0.053;40.97058;17.60292;108.5
MEDITS-GSA18;2019;151;7;4;0.105;41.01283;17.85858;322.5
MEDITS-GSA18;2019;131;7;3;0.052;40.85525;17.81258;105
MEDITS-GSA18;2019;158;7;3;0.054;40.71375;18.1095;112.5
MEDITS-GSA18;2019;93;7;3;0.053;40.66408;18.36508;119.5
MEDITS-GSA18;2019;88;7;2;0.051;40.59075;18.26925;91.5
MEDITS-GSA18;2019;85;7;4;0.108;40.6635;18.56017;437.5
MEDITS-GSA18;2019;95;7;3;0.053;40.71075;18.26842;121
MEDITS-GSA18;2019;98;7;5;0.103;40.777;18.39633;583.5
MEDITS-GSA18;2019;157;7;3;0.053;40.41075;18.51183;110
MEDITS-GSA18;2019;76;7;2;0.053;40.30058;18.4465;79.5
MEDITS-GSA18;2019;77;7;4;0.108;40.37708;18.61825;391
MEDITS-GSA18;2019;78;7;5;0.104;40.44883;18.64042;561
MEDITS-GSA18;2019;156;7;1;0.047;40.241;18.47392;38
MEDITS-GSA18;2019;86;7;5;0.1;40.61058;18.61725;596.5
MEDITS-GSA18;2019;83;7;3;0.052;40.64217;18.4545;124.5
MEDITS-GSA18;2019;84;7;3;0.053;40.58967;18.51433;118.5
