Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2016;76;8;2;0.051;40.29992;18.44675;77.5
MEDITS-GSA18;2016;88;8;2;0.049;40.59492;18.26483;90.5
MEDITS-GSA18;2016;83;8;3;0.052;40.63933;18.46042;123
MEDITS-GSA18;2016;80;8;1;0.048;41.12817;16.95892;37
MEDITS-GSA18;2016;77;8;4;0.108;40.36167;18.61825;406.5
MEDITS-GSA18;2016;116;8;5;0.103;41.54067;17.16825;543.5
MEDITS-GSA18;2016;142;8;4;0.111;41.52625;17.08983;398
MEDITS-GSA18;2016;78;8;5;0.103;40.42092;18.63992;545.5
MEDITS-GSA18;2016;84;8;3;0.054;40.592;18.52192;116.5
MEDITS-GSA18;2016;86;8;5;0.099;40.61258;18.61608;580.5
MEDITS-GSA18;2016;95;8;3;0.054;40.707;18.27817;120.5
MEDITS-GSA18;2016;97;8;3;0.054;40.78733;17.99433;107
MEDITS-GSA18;2016;98;8;5;0.1;40.784;18.38117;570
MEDITS-GSA18;2016;101;8;2;0.05;40.88008;17.53817;61.5
MEDITS-GSA18;2016;85;8;4;0.105;40.67133;18.5435;429
MEDITS-GSA18;2016;93;8;3;0.046;40.66058;18.37258;117
MEDITS-GSA18;2016;100;8;1;0.047;41.19142;16.75108;37
MEDITS-GSA18;2016;109;8;1;0.048;41.29458;16.56342;42.5
MEDITS-GSA18;2016;110;8;3;0.054;41.45617;16.85217;114.5
MEDITS-GSA18;2016;112;8;2;0.051;41.33475;16.56108;56
MEDITS-GSA18;2016;117;8;1;0.048;41.79625;16.323;29
MEDITS-GSA18;2016;123;8;1;0.047;41.56725;16.22817;18
MEDITS-GSA18;2016;125;8;1;0.048;41.38958;16.40967;34.5
MEDITS-GSA18;2016;126;8;2;0.051;41.73642;16.50883;83
MEDITS-GSA18;2016;129;8;2;0.051;41.61608;16.52275;79
MEDITS-GSA18;2016;131;8;3;0.054;40.85208;17.82533;102.5
MEDITS-GSA18;2016;104;8;2;0.049;41.13033;17.06133;86.5
MEDITS-GSA18;2016;105;8;2;0.051;41.18117;16.82825;52.5
MEDITS-GSA18;2016;107;8;3;0.053;41.247;16.97517;112.5
MEDITS-GSA18;2016;132;8;3;0.054;40.90442;17.67983;103
MEDITS-GSA18;2016;134;8;2;0.051;40.92625;17.46325;71
MEDITS-GSA18;2016;135;8;1;0.048;41.01383;17.22192;32.5
MEDITS-GSA18;2016;137;8;3;0.054;41.5525;16.87242;128
MEDITS-GSA18;2016;138;8;3;0.054;41.32867;16.85417;107
MEDITS-GSA18;2016;147;8;3;0.054;41.69683;16.70008;104
MEDITS-GSA18;2016;150;8;3;0.05;41.04892;17.46783;132.5
MEDITS-GSA18;2016;151;8;4;0.106;41.01933;17.84208;370.5
MEDITS-GSA18;2016;133;8;3;0.054;40.97767;17.59525;109
MEDITS-GSA18;2016;139;8;4;0.111;41.91517;16.83183;226.5
MEDITS-GSA18;2016;143;8;5;0.107;41.99142;17.01608;571.5
MEDITS-GSA18;2016;144;8;5;0.107;42.0915;17.02075;609
MEDITS-GSA18;2016;145;8;4;0.108;42.15408;16.95875;393.5
MEDITS-GSA18;2016;146;8;3;0.054;41.90267;16.76867;168
MEDITS-GSA18;2016;156;8;1;0.048;40.24275;18.47208;33
MEDITS-GSA18;2016;158;8;3;0.054;40.708;18.11725;114
MEDITS-GSA18;2016;160;8;2;0.049;41.49483;16.50033;66
MEDITS-GSA18;2016;152;8;5;0.103;41.05333;17.82483;560.5
MEDITS-GSA18;2016;154;8;2;0.05;40.75933;17.83017;77.5
MEDITS-GSA18;2016;161;8;3;0.051;41.123;17.30192;123.5
MEDITS-GSA18;2016;162;8;3;0.053;41.81817;16.72667;132.5
MEDITS-GSA18;2016;157;8;3;0.053;40.42033;18.50675;110
MEDITS-GSA18;2016;148;8;3;0.054;41.6;16.7485;106.5
MEDITS-GSA18;2016;121;8;1;0.047;41.71242;16.15692;10
