Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2010;76;ALLOMED;27;0.08
MEDITS-GSA18;2010;76;ALLOSUB;20;0.06
MEDITS-GSA18;2010;76;ARNOLAT;22;0.05
MEDITS-GSA18;2010;76;ASPICUC;5;0.055
MEDITS-GSA18;2010;76;CALAGRA;1;0.12
MEDITS-GSA18;2010;76;CEPOMAC;4;0.05
MEDITS-GSA18;2010;76;ELEDCIR;1;0.44
MEDITS-GSA18;2010;76;ELEDMOS;1;0.24
MEDITS-GSA18;2010;76;ENGRENC;73;0.7
MEDITS-GSA18;2010;76;EUTRGUR;5;0.04
MEDITS-GSA18;2010;76;GADUMER;1;0.025
MEDITS-GSA18;2010;76;GOBIQUA;3;0.045
MEDITS-GSA18;2010;76;HELIDAC;1;0.1
MEDITS-GSA18;2010;76;ILLECOI;160;6.87
MEDITS-GSA18;2010;76;LEPTCAV;1;0.01
MEDITS-GSA18;2010;76;LOLIVUL;4;0.008
MEDITS-GSA18;2010;76;LOPHBUD;1;0.31
MEDITS-GSA18;2010;76;LOPHPIS;1;0.02
MEDITS-GSA18;2010;76;MCPIDEP;102;1.25
MEDITS-GSA18;2010;76;MERLMER;22;0.9
MEDITS-GSA18;2010;76;MULLBAR;16;0.52
MEDITS-GSA18;2010;76;MULLSUR;1;0.095
MEDITS-GSA18;2010;76;NEPRNOR;2;0.15
MEDITS-GSA18;2010;76;OCTOVUL;4;2.25
MEDITS-GSA18;2010;76;PAPELON;1;0.005
MEDITS-GSA18;2010;76;SARDPIL;270;0.75
MEDITS-GSA18;2010;76;SCORELO;1;0.02
MEDITS-GSA18;2010;76;SEPIELE;3;0.04
MEDITS-GSA18;2010;76;SEPIORB;3;0.05
MEDITS-GSA18;2010;76;SERAHEP;11;0.043
MEDITS-GSA18;2010;76;SPICSMA;4;0.06
MEDITS-GSA18;2010;76;TRACMED;14;1.715
MEDITS-GSA18;2010;76;TRACPIC;1;0.04
MEDITS-GSA18;2010;76;TRACTRA;93;0.85
MEDITS-GSA18;2010;76;TRISCAP;13;0.073
MEDITS-GSA18;2010;77;ANTOMEG;2;0.01
MEDITS-GSA18;2010;77;ARGRHEM;2;0.005
MEDITS-GSA18;2010;77;ARITANT;131;2.9
MEDITS-GSA18;2010;77;BATYMAR;3;0.09
MEDITS-GSA18;2010;77;CERAMAD;1;0.002
MEDITS-GSA18;2010;77;CHIMMON;1;0.03
MEDITS-GSA18;2010;77;CHLOGRA;7;0.02
MEDITS-GSA18;2010;77;CLORAGA;6;0.08
MEDITS-GSA18;2010;77;COELCOE;52;0.7
MEDITS-GSA18;2010;77;CONGCON;2;0.08
MEDITS-GSA18;2010;77;ELEDCIR;2;0.755
MEDITS-GSA18;2010;77;ETMOSPI;40;0.55
MEDITS-GSA18;2010;77;GADAMAR;3;0.008
MEDITS-GSA18;2010;77;GALUMEL;18;1.5
MEDITS-GSA18;2010;77;GONERHO;2;0.03
MEDITS-GSA18;2010;77;HELIDAC;8;0.325
MEDITS-GSA18;2010;77;HISTREV;1;0.05
MEDITS-GSA18;2010;77;HYMEITA;41;0.2
MEDITS-GSA18;2010;77;ILLECOI;2;0.13
MEDITS-GSA18;2010;77;LEPMBOS;2;0.2
MEDITS-GSA18;2010;77;LOPHBUD;1;0.28
MEDITS-GSA18;2010;77;MCPITUB;15;0.18
MEDITS-GSA18;2010;77;MERLMER;23;4.79
MEDITS-GSA18;2010;77;MICICOC;1;0.001
MEDITS-GSA18;2010;77;MICMPOU;7;1.24
MEDITS-GSA18;2010;77;MUNIINT;12;0.02
MEDITS-GSA18;2010;77;MYCOPUN;5;0.015
MEDITS-GSA18;2010;77;NEPRNOR;74;1.775
MEDITS-GSA18;2010;77;NETTMEL;2;0.045
MEDITS-GSA18;2010;77;NEZUSCL;10;0.06
MEDITS-GSA18;2010;77;NOTSELO;37;0.09
MEDITS-GSA18;2010;77;OPHCRUF;3;0.1
MEDITS-GSA18;2010;77;PAGEBOG;2;0.2
MEDITS-GSA18;2010;77;PAPELON;135;1.6
MEDITS-GSA18;2010;77;PASISIV;2185;1.9
MEDITS-GSA18;2010;77;PHYIBLE;154;2.8
MEDITS-GSA18;2010;77;PLESMAR;3;0.01
MEDITS-GSA18;2010;77;POLCTYP;51;0.03
MEDITS-GSA18;2010;77;PROCMED;7;0.025
MEDITS-GSA18;2010;77;RONDMIN;3;0.01
MEDITS-GSA18;2010;77;SOLOMEM;23;0.05
MEDITS-GSA18;2010;77;STOMBOA;2;0.01
MEDITS-GSA18;2010;77;SYMPNIG;4;0.05
MEDITS-GSA18;2010;78;ARISFOL;3;0.1
MEDITS-GSA18;2010;78;ARITANT;322;7.525
MEDITS-GSA18;2010;78;BATYMAR;23;0.8
MEDITS-GSA18;2010;78;CHIMMON;3;2.6
MEDITS-GSA18;2010;78;CHLOGRA;1;0.007
MEDITS-GSA18;2010;78;CLORAGA;3;0.05
MEDITS-GSA18;2010;78;COELCOE;4;0.18
MEDITS-GSA18;2010;78;ETMOSPI;13;0.78
MEDITS-GSA18;2010;78;GALUMEL;72;4.7
MEDITS-GSA18;2010;78;GONERHO;2;0.005
MEDITS-GSA18;2010;78;HOPLMED;2;0.06
MEDITS-GSA18;2010;78;HYMEITA;104;0.45
MEDITS-GSA18;2010;78;LAMACRO;2;0.02
MEDITS-GSA18;2010;78;LEPICAU;4;0.4
MEDITS-GSA18;2010;78;LEPMBOS;1;0.2
MEDITS-GSA18;2010;78;LOPHBUD;1;0.5
MEDITS-GSA18;2010;78;MERLMER;3;1.5
MEDITS-GSA18;2010;78;MICMPOU;2;0.25
MEDITS-GSA18;2010;78;NEPRNOR;2;0.016
MEDITS-GSA18;2010;78;NETTMEL;1;0.02
MEDITS-GSA18;2010;78;NEZUSCL;38;0.6
MEDITS-GSA18;2010;78;NOTABON;5;0.11
MEDITS-GSA18;2010;78;PASIMUL;2;0.025
MEDITS-GSA18;2010;78;PHYIBLE;26;2.6
MEDITS-GSA18;2010;78;PLESMAR;158;1
MEDITS-GSA18;2010;78;POLCTYP;136;0.5
MEDITS-GSA18;2010;78;SOLOMEM;1;0.015
MEDITS-GSA18;2010;78;STOMBOA;1;0.05
MEDITS-GSA18;2010;78;TODIEBL;4;0.17
MEDITS-GSA18;2010;80;ALLOMED;6;0.03
MEDITS-GSA18;2010;80;ALLOSUB;10;0.13
MEDITS-GSA18;2010;80;ARNOLAT;21;0.35
MEDITS-GSA18;2010;80;CEPOMAC;3;0.075
MEDITS-GSA18;2010;80;DIPLANN;1;0.07
MEDITS-GSA18;2010;80;DORILAN;18;0.3
MEDITS-GSA18;2010;80;ELEDMOS;3;0.59
MEDITS-GSA18;2010;80;ENGRENC;51;0.35
MEDITS-GSA18;2010;80;GOBINIG;2;0.05
MEDITS-GSA18;2010;80;GONERHO;1;0.01
MEDITS-GSA18;2010;80;LEPTCAV;2;0.015
MEDITS-GSA18;2010;80;LOLIVUL;45;1
MEDITS-GSA18;2010;80;MCPITUB;6;0.1
MEDITS-GSA18;2010;80;MERLMER;7;0.511
MEDITS-GSA18;2010;80;MULLBAR;5;0.15
MEDITS-GSA18;2010;80;MULLSUR;1;0.133
MEDITS-GSA18;2010;80;OCTOVUL;15;2.5
MEDITS-GSA18;2010;80;PAGEACA;161;0.995
MEDITS-GSA18;2010;80;PAGEERY;10;0.42
MEDITS-GSA18;2010;80;SARDPIL;101;1.4
MEDITS-GSA18;2010;80;SARIAUR;1;0.075
MEDITS-GSA18;2010;80;SEPIOFF;1;0.18
MEDITS-GSA18;2010;80;SERACAB;1;0.1
MEDITS-GSA18;2010;80;SERAHEP;23;0.15
MEDITS-GSA18;2010;80;SPICFLE;84;0.7
MEDITS-GSA18;2010;80;SPICSMA;5;0.055
MEDITS-GSA18;2010;80;SQUIMAN;1;0.05
MEDITS-GSA18;2010;80;TRIGLUC;3;0.04
MEDITS-GSA18;2010;83;CALMMAC;1;0.01
MEDITS-GSA18;2010;83;ELEDCIR;4;1.55
MEDITS-GSA18;2010;83;EUTRGUR;2;0.012
MEDITS-GSA18;2010;83;ILLECOI;13;0.63
MEDITS-GSA18;2010;83;LOPHBUD;5;0.585
MEDITS-GSA18;2010;83;MCPITUB;1;0.015
MEDITS-GSA18;2010;83;MERLMER;26;8.6
MEDITS-GSA18;2010;83;MULLBAR;9;0.5
MEDITS-GSA18;2010;83;PAPELON;23;0.42
MEDITS-GSA18;2010;83;PHYIBLE;5;0.045
MEDITS-GSA18;2010;83;PLESHET;1;0.007
MEDITS-GSA18;2010;83;SARDPIL;7;0.55
MEDITS-GSA18;2010;83;SERAHEP;2;0.015
MEDITS-GSA18;2010;83;TODIEBL;1;0.06
MEDITS-GSA18;2010;83;TRACTRA;7;0.07
MEDITS-GSA18;2010;83;TRISCAP;32;0.165
