Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2013;76;ALLOMED;94;0.08
MEDITS-GSA18;2013;76;ALLOSUB;366;0.78
MEDITS-GSA18;2013;76;ARNOLAT;1;0.01
MEDITS-GSA18;2013;76;ARNOTHO;8;0.09
MEDITS-GSA18;2013;76;ASPICUC;13;0.45
MEDITS-GSA18;2013;76;BOOPBOO;4;0.11
MEDITS-GSA18;2013;76;BOTHPOD;4;0.07
MEDITS-GSA18;2013;76;CEPOMAC;4;0.04
MEDITS-GSA18;2013;76;DARDARR;1;0.01
MEDITS-GSA18;2013;76;GADUMER;1;0.03
MEDITS-GSA18;2013;76;ILLECOI;31;1.78
MEDITS-GSA18;2013;76;LEPTCAV;3;0.02
MEDITS-GSA18;2013;76;LOLIVUL;10;0.02
MEDITS-GSA18;2013;76;MCPIDEP;115;1.4
MEDITS-GSA18;2013;76;MERLMER;37;1.18
MEDITS-GSA18;2013;76;MICUOCE;2;0.1
MEDITS-GSA18;2013;76;MULLBAR;197;3.5
MEDITS-GSA18;2013;76;MULLSUR;9;0.5
MEDITS-GSA18;2013;76;OCTOVUL;10;6.895
MEDITS-GSA18;2013;76;SARDPIL;43;0.65
MEDITS-GSA18;2013;76;SCORNOT;4;0.07
MEDITS-GSA18;2013;76;SCORPOR;2;0.02
MEDITS-GSA18;2013;76;SERACAB;2;0.05
MEDITS-GSA18;2013;76;SERAHEP;12;0.11
MEDITS-GSA18;2013;76;SPICFLE;1;0.03
MEDITS-GSA18;2013;76;SPICSMA;13;0.21
MEDITS-GSA18;2013;76;SQUIMAN;1;0.005
MEDITS-GSA18;2013;76;TRACMED;1;0.29
MEDITS-GSA18;2013;76;TRACTRA;6;0.06
MEDITS-GSA18;2013;76;TRIGLUC;1;0.09
MEDITS-GSA18;2013;76;TRISCAP;41;0.34
MEDITS-GSA18;2013;77;ANTOMEG;2;0.01
MEDITS-GSA18;2013;77;ARISFOL;44;0.64
MEDITS-GSA18;2013;77;CERAMAD;1;0.005
MEDITS-GSA18;2013;77;CHLOGRA;18;0.025
MEDITS-GSA18;2013;77;CLORAGA;15;0.08
MEDITS-GSA18;2013;77;COELCOE;67;1.09
MEDITS-GSA18;2013;77;CONGCON;2;0.11
