Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2012;76;ALLOMED;46;0.1
MEDITS-GSA18;2012;76;ALLOSUB;18;0.13
MEDITS-GSA18;2012;76;ANTOMEG;1;0.005
MEDITS-GSA18;2012;76;ARNOLAT;14;0.055
MEDITS-GSA18;2012;76;ARNOTHO;26;0.13
MEDITS-GSA18;2012;76;ASPICUC;55;0.72
MEDITS-GSA18;2012;76;BLENOCE;3;0.035
MEDITS-GSA18;2012;76;BOOPBOO;1;0.02
MEDITS-GSA18;2012;76;CEPOMAC;12;0.16
MEDITS-GSA18;2012;76;DARDARR;1;0.07
MEDITS-GSA18;2012;76;ECHEMIR;2;0.08
MEDITS-GSA18;2012;76;ENGRENC;125;0.78
MEDITS-GSA18;2012;76;GOBIQUA;3;0.03
MEDITS-GSA18;2012;76;ILLECOI;96;2.4
MEDITS-GSA18;2012;76;LEPTCAV;12;0.05
MEDITS-GSA18;2012;76;LOLIVUL;6;0.02
MEDITS-GSA18;2012;76;MACOSCO;3;0.015
MEDITS-GSA18;2012;76;MACRLOG;1;0.003
MEDITS-GSA18;2012;76;MCPIDEP;227;2.2
MEDITS-GSA18;2012;76;MERLMER;117;1.55
MEDITS-GSA18;2012;76;MICUOCE;2;0.1
MEDITS-GSA18;2012;76;MULLBAR;21;0.73
MEDITS-GSA18;2012;76;OCTOVUL;11;1.27
MEDITS-GSA18;2012;76;PAGEACA;4;0.02
MEDITS-GSA18;2012;76;PAGEBOG;3;0.015
MEDITS-GSA18;2012;76;PAGEERY;2;0.076
MEDITS-GSA18;2012;76;PAGUPRI;1;0.002
MEDITS-GSA18;2012;76;PISAARN;1;0.005
MEDITS-GSA18;2012;76;PONTCAT;6;0.01
MEDITS-GSA18;2012;76;SARDPIL;82;0.92
MEDITS-GSA18;2012;76;SCOMPNE;64;0.44
MEDITS-GSA18;2012;76;SCORNOT;13;0.19
MEDITS-GSA18;2012;76;SEPEOWE;1;0.015
MEDITS-GSA18;2012;76;SEPIELE;4;0.044
MEDITS-GSA18;2012;76;SERAHEP;22;0.17
MEDITS-GSA18;2012;76;SPARPAG;3;0.025
MEDITS-GSA18;2012;76;SPICFLE;5;0.065
MEDITS-GSA18;2012;76;SPICSMA;19;0.32
MEDITS-GSA18;2012;76;SQUIMAN;3;0.045
MEDITS-GSA18;2012;76;SYMPNIG;7;0.05
MEDITS-GSA18;2012;76;TRACMED;1;0.001
MEDITS-GSA18;2012;76;TRACPIC;4;0.05
MEDITS-GSA18;2012;76;TRACTRA;546;3.9
MEDITS-GSA18;2012;76;TRIGLUC;1;0.032
MEDITS-GSA18;2012;76;TRIPLAS;4;0.205
MEDITS-GSA18;2012;76;TRISCAP;7;0.028
MEDITS-GSA18;2012;77;ANTOMEG;5;0.035
MEDITS-GSA18;2012;77;ARITANT;1;0.021
MEDITS-GSA18;2012;77;CHLOGRA;5;0.004
MEDITS-GSA18;2012;77;CLORAGA;83;0.36
MEDITS-GSA18;2012;77;COELCOE;18;0.37
MEDITS-GSA18;2012;77;CONGCON;1;0.035
MEDITS-GSA18;2012;77;DARDARR;1;0.03
MEDITS-GSA18;2012;77;ELEDCIR;6;2.32
MEDITS-GSA18;2012;77;EPIGTEL;2;0.03
MEDITS-GSA18;2012;77;ETMOSPI;16;0.3
MEDITS-GSA18;2012;77;GADIARG;27;0.055
MEDITS-GSA18;2012;77;GALUMEL;11;1.94
MEDITS-GSA18;2012;77;HELIDAC;8;0.57
MEDITS-GSA18;2012;77;HOPLMED;9;0.09
MEDITS-GSA18;2012;77;HYGOBEN;5;0.003
MEDITS-GSA18;2012;77;HYMEITA;58;0.18
MEDITS-GSA18;2012;77;LEPMBOS;3;0.3
MEDITS-GSA18;2012;77;MAURMUE;1;0.002
MEDITS-GSA18;2012;77;MERLMER;3;0.65
MEDITS-GSA18;2012;77;MOLVDYP;9;0.22
MEDITS-GSA18;2012;77;MYCOPUN;7;0.006
MEDITS-GSA18;2012;77;NEPRNOR;32;1.1
MEDITS-GSA18;2012;77;NOTABON;1;0.015
MEDITS-GSA18;2012;77;NOTSELO;18;0.02
MEDITS-GSA18;2012;77;OCTOSAL;1;0.07
MEDITS-GSA18;2012;77;OPHCRUF;1;0.025
MEDITS-GSA18;2012;77;PAGEBOG;3;0.27
MEDITS-GSA18;2012;77;PAGUALA;1;0.015
MEDITS-GSA18;2012;77;PAPELON;28;0.28
MEDITS-GSA18;2012;77;PASISIV;2576;1.4
MEDITS-GSA18;2012;77;PHYIBLE;50;1.45
MEDITS-GSA18;2012;77;POLCTYP;11;0.075
MEDITS-GSA18;2012;77;PONPSPI;3;0.002
MEDITS-GSA18;2012;77;PONTLAC;5;0.004
MEDITS-GSA18;2012;77;PROCMED;45;0.036
MEDITS-GSA18;2012;77;ROSSMAC;5;0.43
MEDITS-GSA18;2012;77;SOLOMEM;26;0.053
MEDITS-GSA18;2012;77;SYMPNIG;2;0.015
MEDITS-GSA18;2012;77;TODASAG;1;0.46
MEDITS-GSA18;2012;77;TODIEBL;2;0.28
MEDITS-GSA18;2012;78;ANTOMEG;1;0.005
MEDITS-GSA18;2012;78;ARISFOL;40;0.82
MEDITS-GSA18;2012;78;ARITANT;142;2.5
MEDITS-GSA18;2012;78;CHIMMON;1;0.664
MEDITS-GSA18;2012;78;COELCOE;37;1.02
MEDITS-GSA18;2012;78;CONGCON;1;0.23
MEDITS-GSA18;2012;78;DIAPRAF;1;0.002
MEDITS-GSA18;2012;78;EPIGDEN;1;0.01
MEDITS-GSA18;2012;78;ETMOSPI;55;1.38
MEDITS-GSA18;2012;78;GALUMEL;79;12.283
MEDITS-GSA18;2012;78;HELIDAC;1;0.03
MEDITS-GSA18;2012;78;HISTREV;2;0.135
MEDITS-GSA18;2012;78;HOPLMED;43;2.58
MEDITS-GSA18;2012;78;HYGOHIG;3;0.007
MEDITS-GSA18;2012;78;HYMEITA;10;0.035
MEDITS-GSA18;2012;78;LAMACRO;3;0.08
MEDITS-GSA18;2012;78;LOPHBUD;2;1.03
MEDITS-GSA18;2012;78;MOLVDYP;1;1.558
MEDITS-GSA18;2012;78;MORAMOR;1;0.025
MEDITS-GSA18;2012;78;NEZUSCL;17;0.1
MEDITS-GSA18;2012;78;NOTABON;3;0.04
MEDITS-GSA18;2012;78;NOTORIS;1;0.01
MEDITS-GSA18;2012;78;PAGUALA;2;0.025
MEDITS-GSA18;2012;78;PASISIV;4;0.01
MEDITS-GSA18;2012;78;PHYIBLE;41;2.65
MEDITS-GSA18;2012;78;PLESMAR;53;0.355
MEDITS-GSA18;2012;78;POLCTYP;25;0.075
MEDITS-GSA18;2012;78;PROCMED;6;0.007
MEDITS-GSA18;2012;78;SYMBVER;1;0.003
MEDITS-GSA18;2012;80;ALLOMED;5;0.008
MEDITS-GSA18;2012;80;ALLOSUB;5;0.02
MEDITS-GSA18;2012;80;ARNOLAT;8;0.018
