Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;1994;75;ALLOMED;12;0.04
MEDITS-GSA18;1994;75;ASPICUC;6;0.217
MEDITS-GSA18;1994;75;BOOPBOO;13;0.836
MEDITS-GSA18;1994;75;ELEDCIR;5;1.337
MEDITS-GSA18;1994;75;ELEDMOS;7;0.677
MEDITS-GSA18;1994;75;ENGRENC;1;0.022
MEDITS-GSA18;1994;75;EUTRGUR;2;0.012
MEDITS-GSA18;1994;75;LEPICAU;6;10
MEDITS-GSA18;1994;75;LEPTCAV;1;0.017
MEDITS-GSA18;1994;75;LOPHBUD;1;0.201
MEDITS-GSA18;1994;75;LOPHPIS;2;1.264
MEDITS-GSA18;1994;75;MERLMER;120;4.5
MEDITS-GSA18;1994;75;MULLSUR;5;0.489
MEDITS-GSA18;1994;75;PAGEACA;14;1.053
MEDITS-GSA18;1994;75;SARDPIL;101;0.436
MEDITS-GSA18;1994;75;SEPIELE;3;0.044
MEDITS-GSA18;1994;75;SERACAB;1;0.028
MEDITS-GSA18;1994;75;SPICSMA;26;1.171
MEDITS-GSA18;1994;75;TODIEBL;1;0.008
MEDITS-GSA18;1994;75;TRACMED;1;0.006
MEDITS-GSA18;1994;75;TRACTRA;31;0.204
MEDITS-GSA18;1994;75;TRAHDRA;3;0.295
MEDITS-GSA18;1994;75;TRIPLAS;2;0.12
MEDITS-GSA18;1994;75;TRISCAP;8;0.233
MEDITS-GSA18;1994;75;ZEUSFAB;1;0.007
MEDITS-GSA18;1994;76;ALLOMED;5;0.024
MEDITS-GSA18;1994;76;ASPICUC;9;0.139
MEDITS-GSA18;1994;76;BLENOCE;1;0.01
MEDITS-GSA18;1994;76;BOOPBOO;3;0.13
MEDITS-GSA18;1994;76;CEPOMAC;1;0.008
MEDITS-GSA18;1994;76;ELEDCIR;1;0.675
MEDITS-GSA18;1994;76;ENGRENC;2;0.027
MEDITS-GSA18;1994;76;EUTRGUR;5;0.027
MEDITS-GSA18;1994;76;ILLECOI;2;0.01
MEDITS-GSA18;1994;76;LEPICAU;1;1.015
MEDITS-GSA18;1994;76;LEPTCAV;1;0.01
MEDITS-GSA18;1994;76;LOPHPIS;3;0.135
MEDITS-GSA18;1994;76;MERLMER;21;1.705
MEDITS-GSA18;1994;76;MULLSUR;5;0.296
MEDITS-GSA18;1994;76;SARDPIL;18;0.649
MEDITS-GSA18;1994;76;SEPIELE;2;0.035
MEDITS-GSA18;1994;76;SEPIORB;1;0.04
MEDITS-GSA18;1994;76;SERAHEP;16;0.086
MEDITS-GSA18;1994;76;SPICSMA;347;8.159
MEDITS-GSA18;1994;76;TODIEBL;1;0.178
MEDITS-GSA18;1994;76;TRACMED;2;0.053
MEDITS-GSA18;1994;76;TRACTRA;5;0.017
MEDITS-GSA18;1994;76;TRAHDRA;6;0.483
MEDITS-GSA18;1994;76;TRISCAP;2;0.145
MEDITS-GSA18;1994;77;MACOSCO;2;0.037
MEDITS-GSA18;1994;77;ROSSMAC;1;0.043
MEDITS-GSA18;1994;77;TODIEBL;1;0.135
MEDITS-GSA18;1994;78;ARISFOL;9;0.152
MEDITS-GSA18;1994;78;COELCOE;96;4.999
MEDITS-GSA18;1994;78;ETMOSPI;14;0.315
MEDITS-GSA18;1994;78;GALUMEL;51;1.572
MEDITS-GSA18;1994;78;GERYLON;1;0.106
MEDITS-GSA18;1994;78;HELIDAC;3;0.622
MEDITS-GSA18;1994;78;HYMEITA;11;0.034
MEDITS-GSA18;1994;78;LEPMBOS;5;0.568
MEDITS-GSA18;1994;78;LOPHPIS;2;3.8
MEDITS-GSA18;1994;78;MERLMER;18;5.19
MEDITS-GSA18;1994;78;MICMPOU;11;2.072
MEDITS-GSA18;1994;78;NEPRNOR;14;0.475
MEDITS-GSA18;1994;78;NEZUSCL;10;0.034
MEDITS-GSA18;1994;78;PAPELON;11;0.138
MEDITS-GSA18;1994;78;PASIMUL;760;0.963
MEDITS-GSA18;1994;78;PHYIBLE;4;0.502
MEDITS-GSA18;1994;78;PLESMAR;62;0.541
MEDITS-GSA18;1994;78;TRARTRA;7;0.174
MEDITS-GSA18;1994;79;CAPOAPE;4;0.039
MEDITS-GSA18;1994;79;LEPICAU;50;9.5
MEDITS-GSA18;1994;79;LOLIVUL;24;2.855
MEDITS-GSA18;1994;79;MACOSCO;4;0.053
MEDITS-GSA18;1994;79;MOLVDYP;1;0.687
MEDITS-GSA18;1994;79;ROSSMAC;1;0.062
MEDITS-GSA18;1994;79;TODASAG;2;0.122
MEDITS-GSA18;1994;80;ALLOMED;2;0.008
MEDITS-GSA18;1994;80;ANTOMEG;1;0.006
MEDITS-GSA18;1994;80;ARNOLAT;7;0.042
MEDITS-GSA18;1994;80;ARNOTHO;1;0.014
MEDITS-GSA18;1994;80;BOOPBOO;33;1.38
MEDITS-GSA18;1994;80;ELEDMOS;1;0.19
MEDITS-GSA18;1994;80;ENGRENC;19;0.169
MEDITS-GSA18;1994;80;GOBINIG;1;0.027
MEDITS-GSA18;1994;80;MERLMER;10;0.945
MEDITS-GSA18;1994;80;MULLSUR;5;0.288
MEDITS-GSA18;1994;80;OCTOVUL;2;4.885
MEDITS-GSA18;1994;80;SARDPIL;20;0.754
MEDITS-GSA18;1994;80;SCORNOT;6;0.294
MEDITS-GSA18;1994;80;SERACAB;3;0.094
MEDITS-GSA18;1994;80;SERAHEP;3;0.036
MEDITS-GSA18;1994;80;SPICFLE;8;0.276
MEDITS-GSA18;1994;80;SPICSMA;342;5.183
MEDITS-GSA18;1994;80;SQUIMAN;1;0.022
MEDITS-GSA18;1994;80;TODASAG;1;0.339
MEDITS-GSA18;1994;80;TRACMED;1;0.024
MEDITS-GSA18;1994;80;TRACTRA;74;1.301
MEDITS-GSA18;1994;80;TRAHDRA;1;0.038
MEDITS-GSA18;1994;81;ARNORUP;1;0.017
MEDITS-GSA18;1994;81;ASPICUC;2;0.102
MEDITS-GSA18;1994;81;CAPOAPE;24;0.146
MEDITS-GSA18;1994;81;CONGCON;2;1.953
MEDITS-GSA18;1994;81;ELEDCIR;1;0.996
MEDITS-GSA18;1994;81;GLOSLEI;36;0.247
MEDITS-GSA18;1994;81;HELIDAC;11;0.092
MEDITS-GSA18;1994;81;LAPPFAS;1;0.003
MEDITS-GSA18;1994;81;LEPICAU;294;3.1
MEDITS-GSA18;1994;81;LEPMBOS;3;0.394
MEDITS-GSA18;1994;81;LEPMWHS;2;0.171
MEDITS-GSA18;1994;81;LOLIVUL;1;0.01
MEDITS-GSA18;1994;81;LOPHBUD;2;0.99
MEDITS-GSA18;1994;81;MACOSCO;50;0.624
MEDITS-GSA18;1994;81;MAURMUE;1;0.001
MEDITS-GSA18;1994;81;MERLMER;84;3.296
MEDITS-GSA18;1994;81;MICMPOU;7;0.15
MEDITS-GSA18;1994;81;MULLSUR;2;0.503
MEDITS-GSA18;1994;81;PAGEBOG;1;0.07
MEDITS-GSA18;1994;81;PHYIBLE;1;0.314
MEDITS-GSA18;1994;81;RAJACLA;1;1.781
MEDITS-GSA18;1994;81;ROSSMAC;2;0.079
MEDITS-GSA18;1994;81;TODIEBL;1;0.1
MEDITS-GSA18;1994;81;TRACTRA;1;0.003
MEDITS-GSA18;1994;81;TRIGLUC;1;1.042
MEDITS-GSA18;1994;81;TRIGLYR;2;0.05
MEDITS-GSA18;1994;82;CLORAGA;1;0.009
MEDITS-GSA18;1994;82;CONGCON;1;0.41
MEDITS-GSA18;1994;82;ELEDCIR;3;1.456
MEDITS-GSA18;1994;82;HELIDAC;7;0.453
MEDITS-GSA18;1994;82;LEPICAU;3;4
MEDITS-GSA18;1994;82;LEPMBOS;11;0.7
MEDITS-GSA18;1994;82;LOPHBUD;3;3.432
MEDITS-GSA18;1994;82;LOPHPIS;1;0.952
MEDITS-GSA18;1994;82;MCPIDEP;2;0.006
MEDITS-GSA18;1994;82;MERLMER;5;0.144
MEDITS-GSA18;1994;82;MICMPOU;4;0.577
MEDITS-GSA18;1994;82;NEPRNOR;25;0.962
MEDITS-GSA18;1994;82;PAGEBOG;2;0.217
MEDITS-GSA18;1994;82;PAPELON;16;0.224
MEDITS-GSA18;1994;82;PASIMUL;11;0.014
MEDITS-GSA18;1994;82;PHYIBLE;3;1.4
MEDITS-GSA18;1994;82;PLESHET;14;0.024
MEDITS-GSA18;1994;82;PLESMAR;3;0.021
MEDITS-GSA18;1994;82;POLCTYP;2;0.006
MEDITS-GSA18;1994;82;PROCMED;2;0.002
MEDITS-GSA18;1994;82;SOLOMEM;2;0.003
MEDITS-GSA18;1994;82;TODIEBL;2;0.306
MEDITS-GSA18;1994;83;ALLOMED;2;0.003
MEDITS-GSA18;1994;83;ASPICUC;2;0.017
MEDITS-GSA18;1994;83;CAPOAPE;8;0.026
MEDITS-GSA18;1994;83;CEPOMAC;5;0.048
MEDITS-GSA18;1994;83;ELEDCIR;31;6.82
MEDITS-GSA18;1994;83;HELIDAC;3;0.061
MEDITS-GSA18;1994;83;LEPICAU;1;2.5
MEDITS-GSA18;1994;83;LEPTCAV;1;0.008
MEDITS-GSA18;1994;83;LOPHBUD;5;4.896
MEDITS-GSA18;1994;83;MACOSCO;3;0.025
MEDITS-GSA18;1994;83;MERLMER;4;0.44
MEDITS-GSA18;1994;83;PHYIBLE;2;0.014
MEDITS-GSA18;1994;83;ROSSMAC;4;0.3
MEDITS-GSA18;1994;83;SCYOCAN;5;0.8
MEDITS-GSA18;1994;83;SERAHEP;3;0.02
MEDITS-GSA18;1994;83;TODIEBL;3;0.145
MEDITS-GSA18;1994;83;TRACTRA;58;0.226
MEDITS-GSA18;1994;83;TRISCAP;17;0.19
MEDITS-GSA18;1994;83;ZEUSFAB;1;0.253
MEDITS-GSA18;1994;84;ALLOMED;2;0.003
MEDITS-GSA18;1994;84;ELEDCIR;6;1.676
MEDITS-GSA18;1994;84;ILLECOI;2;0.011
MEDITS-GSA18;1994;84;LEPICAU;1;0.5
MEDITS-GSA18;1994;84;LOPHBUD;1;0.442
MEDITS-GSA18;1994;84;LOPHPIS;1;0.347
MEDITS-GSA18;1994;84;MERLMER;4;0.178
MEDITS-GSA18;1994;84;MULLBAR;4;0.534
MEDITS-GSA18;1994;84;PAGEBOG;1;0.062
MEDITS-GSA18;1994;84;ROSSMAC;4;0.176
MEDITS-GSA18;1994;84;SEPIORB;1;0.019
MEDITS-GSA18;1994;84;TODIEBL;1;0.028
MEDITS-GSA18;1994;84;TRISCAP;16;0.36
MEDITS-GSA18;1994;85;CAPOAPE;2;0.052
MEDITS-GSA18;1994;85;CHLOGRA;8;0.019
MEDITS-GSA18;1994;85;CLORAGA;6;0.037
MEDITS-GSA18;1994;85;COELCOE;50;0.619
MEDITS-GSA18;1994;85;ELEDCIR;1;0.474
MEDITS-GSA18;1994;85;EPIGDEN;3;0.007
MEDITS-GSA18;1994;85;GADIARG;8;0.071
MEDITS-GSA18;1994;85;GALUMEL;21;0.572
MEDITS-GSA18;1994;85;HELIDAC;4;0.357
MEDITS-GSA18;1994;85;LEPICAU;13;10
MEDITS-GSA18;1994;85;LEPMBOS;2;0.253
MEDITS-GSA18;1994;85;LOPHPIS;1;4.379
MEDITS-GSA18;1994;85;MERLMER;68;7.482
MEDITS-GSA18;1994;85;MICMPOU;17;1.834
MEDITS-GSA18;1994;85;NEPRNOR;9;0.259
MEDITS-GSA18;1994;85;PAGEBOG;1;0.08
MEDITS-GSA18;1994;85;PAPELON;7;0.086
MEDITS-GSA18;1994;85;PHYIBLE;10;0.111
MEDITS-GSA18;1994;85;PLESHET;47;0.121
MEDITS-GSA18;1994;85;PROCMED;7;0.015
MEDITS-GSA18;1994;85;ROSSMAC;2;0.074
MEDITS-GSA18;1994;85;SCYOCAN;1;0.276
MEDITS-GSA18;1994;85;SOLOMEM;28;0.073
MEDITS-GSA18;1994;85;STOMBOA;1;0.004
MEDITS-GSA18;1994;85;TODIEBL;5;0.791
MEDITS-GSA18;1994;85;TRIGLYR;1;0.037
MEDITS-GSA18;1994;86;ARISFOL;8;0.099
MEDITS-GSA18;1994;86;CHIMMON;12;6.135
MEDITS-GSA18;1994;86;COELCOE;104;8.253
MEDITS-GSA18;1994;86;CONGCON;1;8
MEDITS-GSA18;1994;86;EPIGDEN;4;0.009
MEDITS-GSA18;1994;86;ETMOSPI;42;4.657
MEDITS-GSA18;1994;86;GALUMEL;37;9.751
MEDITS-GSA18;1994;86;HELIDAC;16;3.9
MEDITS-GSA18;1994;86;HOPLMED;36;3.154
MEDITS-GSA18;1994;86;HYMEITA;30;0.109
MEDITS-GSA18;1994;86;LOPHBUD;1;0.98
MEDITS-GSA18;1994;86;MERLMER;4;4.45
MEDITS-GSA18;1994;86;MICMPOU;6;1.295
MEDITS-GSA18;1994;86;NEPRNOR;10;0.433
MEDITS-GSA18;1994;86;NEZUSCL;79;0.746
MEDITS-GSA18;1994;86;NOTABON;1;0.02
MEDITS-GSA18;1994;86;PASIMUL;13;0.055
MEDITS-GSA18;1994;86;PHYIBLE;10;2.55
MEDITS-GSA18;1994;86;PLESMAR;135;0.999
MEDITS-GSA18;1994;86;POLCTYP;3;0.01
MEDITS-GSA18;1994;86;SCYMLIC;1;0.026
MEDITS-GSA18;1994;86;SOLOMEM;2;0.006
MEDITS-GSA18;1994;86;STOMBOA;3;0.023
MEDITS-GSA18;1994;86;TRARTRA;111;2.615
MEDITS-GSA18;1994;87;CHIMMON;2;1.976
MEDITS-GSA18;1994;87;COELCOE;26;2.317
MEDITS-GSA18;1994;87;CONGCON;1;0.318
MEDITS-GSA18;1994;87;ETMOSPI;10;0.314
MEDITS-GSA18;1994;87;GALUMEL;9;2.387
MEDITS-GSA18;1994;87;HELIDAC;1;0.294
MEDITS-GSA18;1994;87;HOPLMED;8;0.532
MEDITS-GSA18;1994;87;HYMEITA;2;0.005
MEDITS-GSA18;1994;87;MERLMER;1;1.142
MEDITS-GSA18;1994;87;MICMPOU;5;1.115
MEDITS-GSA18;1994;87;NEZUSCL;5;0.093
MEDITS-GSA18;1994;87;PASIMUL;6;0.027
MEDITS-GSA18;1994;87;PHYIBLE;1;0.297
MEDITS-GSA18;1994;87;PLESMAR;19;0.128
MEDITS-GSA18;1994;87;STOMBOA;2;0.005
MEDITS-GSA18;1994;87;TODASAG;1;0.83
MEDITS-GSA18;1994;87;TRARTRA;4;0.115
MEDITS-GSA18;1994;88;ALLOMED;1;0.006
MEDITS-GSA18;1994;88;ALOSFAL;3;0.308
MEDITS-GSA18;1994;88;ANTOMEG;2;0.013
MEDITS-GSA18;1994;88;ARNOLAT;3;0.039
MEDITS-GSA18;1994;88;ASPICUC;1;0.029
MEDITS-GSA18;1994;88;BOOPBOO;15;0.832
MEDITS-GSA18;1994;88;CALMMAC;1;0.002
MEDITS-GSA18;1994;88;CEPOMAC;11;0.105
MEDITS-GSA18;1994;88;ELEDCIR;1;0.366
MEDITS-GSA18;1994;88;ELEDMOS;3;0.499
