Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2011;76;ALLOMED;2;0.005
MEDITS-GSA18;2011;76;ALLOSUB;6;0.042
MEDITS-GSA18;2011;76;ARNOTHO;10;0.07
MEDITS-GSA18;2011;76;ASPICUC;8;0.085
MEDITS-GSA18;2011;76;BLENOCE;1;0.015
MEDITS-GSA18;2011;76;BOOPBOO;2;0.04
MEDITS-GSA18;2011;76;CEPOMAC;3;0.055
MEDITS-GSA18;2011;76;ELEDCIR;2;0.445
MEDITS-GSA18;2011;76;ELEDMOS;2;0.33
MEDITS-GSA18;2011;76;ENGRENC;23;0.17
MEDITS-GSA18;2011;76;ILLECOI;22;0.865
MEDITS-GSA18;2011;76;LOLIVUL;86;0.345
MEDITS-GSA18;2011;76;LOPHBUD;3;1.5
MEDITS-GSA18;2011;76;MCPIDEP;317;7.21
MEDITS-GSA18;2011;76;MERLMER;25;1.2
MEDITS-GSA18;2011;76;MULLBAR;19;0.48
MEDITS-GSA18;2011;76;MULLSUR;1;0.08
MEDITS-GSA18;2011;76;OCTOVUL;8;1.2
MEDITS-GSA18;2011;76;OPHCRUF;1;0.05
MEDITS-GSA18;2011;76;PAGEACA;44;0.22
MEDITS-GSA18;2011;76;PAGUSPP;2;0.075
MEDITS-GSA18;2011;76;RAJAMIR;1;0.05
MEDITS-GSA18;2011;76;RONDMIN;1;0.002
MEDITS-GSA18;2011;76;SARDPIL;19;0.35
MEDITS-GSA18;2011;76;SCAEUNI;1;0.025
MEDITS-GSA18;2011;76;SCOMPNE;3;0.015
MEDITS-GSA18;2011;76;SCORNOT;1;0.025
MEDITS-GSA18;2011;76;SEPEOWE;1;0.005
MEDITS-GSA18;2011;76;SEPIELE;4;0.055
MEDITS-GSA18;2011;76;SERAHEP;4;0.025
MEDITS-GSA18;2011;76;SPICFLE;2;0.03
MEDITS-GSA18;2011;76;SPICSMA;1;0.02
MEDITS-GSA18;2011;76;SQUIMAN;1;0.03
MEDITS-GSA18;2011;76;SYMPNIG;2;0.005
MEDITS-GSA18;2011;76;TODIEBL;1;0.02
MEDITS-GSA18;2011;76;TRACMED;14;0.325
MEDITS-GSA18;2011;76;TRACTRA;49;0.4
MEDITS-GSA18;2011;76;TRAHDRA;1;0.035
MEDITS-GSA18;2011;76;TRIPLAS;1;0.07
MEDITS-GSA18;2011;76;TRISCAP;2;0.015
MEDITS-GSA18;2011;77;CERAMAD;2;0.005
MEDITS-GSA18;2011;77;CHLOGRA;3;0.01
MEDITS-GSA18;2011;77;COELCOE;15;0.275
MEDITS-GSA18;2011;77;ELEDCIR;2;0.79
MEDITS-GSA18;2011;77;GALUMEL;8;0.51
MEDITS-GSA18;2011;77;HELIDAC;4;0.28
MEDITS-GSA18;2011;77;ILLECOI;5;0.375
MEDITS-GSA18;2011;77;LEPMBOS;3;0.14
MEDITS-GSA18;2011;77;LOPHBUD;3;1.05
MEDITS-GSA18;2011;77;LOPHPIS;1;1.85
MEDITS-GSA18;2011;77;MERLMER;5;1.28
MEDITS-GSA18;2011;77;MICMPOU;2;0.295
MEDITS-GSA18;2011;77;NEPRNOR;10;0.23
MEDITS-GSA18;2011;77;OCTOTET;1;0.48
MEDITS-GSA18;2011;77;OPHCRUF;2;0.04
MEDITS-GSA18;2011;77;PAGEBOG;17;1.1
MEDITS-GSA18;2011;77;PAPELON;23;0.275
MEDITS-GSA18;2011;77;PHYIBLE;34;0.98
MEDITS-GSA18;2011;77;PLESHET;6;0.025
MEDITS-GSA18;2011;77;SEPEOWE;1;0.005
MEDITS-GSA18;2011;77;SOLOMEM;1;0.003
MEDITS-GSA18;2011;77;TODIEBL;2;0.17
MEDITS-GSA18;2011;78;ANTOMEG;1;0.025
MEDITS-GSA18;2011;78;ARISFOL;1;0.07
MEDITS-GSA18;2011;78;ARITANT;31;0.51
MEDITS-GSA18;2011;78;BATYMAR;1;0.025
MEDITS-GSA18;2011;78;CHIMMON;4;2.15
MEDITS-GSA18;2011;78;CLORAGA;2;0.015
MEDITS-GSA18;2011;78;COELCOE;1;0.025
MEDITS-GSA18;2011;78;CONGCON;1;0.095
MEDITS-GSA18;2011;78;ETMOSPI;23;0.98
MEDITS-GSA18;2011;78;GALUMEL;103;18.2
MEDITS-GSA18;2011;78;GERYLON;2;0.07
MEDITS-GSA18;2011;78;GONERHO;2;0.005
MEDITS-GSA18;2011;78;HELIDAC;1;0.05
MEDITS-GSA18;2011;78;HOPLMED;31;1.465
MEDITS-GSA18;2011;78;HYMEITA;32;0.1
MEDITS-GSA18;2011;78;LAMACRO;2;0.075
MEDITS-GSA18;2011;78;LEPICAU;1;0.185
MEDITS-GSA18;2011;78;LOPHBUD;1;0.32
MEDITS-GSA18;2011;78;MACRLON;1;0.003
MEDITS-GSA18;2011;78;MERLMER;2;0.41
MEDITS-GSA18;2011;78;MORAMOR;7;0.105
MEDITS-GSA18;2011;78;NEPRNOR;1;0.02
MEDITS-GSA18;2011;78;NEZUSCL;23;0.1
MEDITS-GSA18;2011;78;NOTABON;1;0.015
MEDITS-GSA18;2011;78;PAGEBOG;2;0.24
MEDITS-GSA18;2011;78;PHYIBLE;48;0.84
MEDITS-GSA18;2011;78;PLESMAR;58;0.485
MEDITS-GSA18;2011;78;POLCTYP;34;0.12
MEDITS-GSA18;2011;78;PONPSPI;3;0.005
MEDITS-GSA18;2011;78;SOLOMEM;8;0.025
MEDITS-GSA18;2011;78;TODIEBL;2;0.25
MEDITS-GSA18;2011;80;ALLOMED;11;0.015
MEDITS-GSA18;2011;80;ANTOMEG;2;0.015
MEDITS-GSA18;2011;80;ARNOLAT;4;0.01
MEDITS-GSA18;2011;80;ARNOTHO;2;0.015
MEDITS-GSA18;2011;80;ASPICUC;2;0.01
MEDITS-GSA18;2011;80;BOTHPOD;1;0.005
MEDITS-GSA18;2011;80;CEPOMAC;5;0.05
MEDITS-GSA18;2011;80;DALOIMB;1;0.01
MEDITS-GSA18;2011;80;DIPLANN;2;0.105
MEDITS-GSA18;2011;80;DORILAN;6;0.09
MEDITS-GSA18;2011;80;ENGRENC;254;1.56
MEDITS-GSA18;2011;80;GOBIFRI;3;0.005
MEDITS-GSA18;2011;80;GOBIQUA;1;0.005
MEDITS-GSA18;2011;80;GONERHO;1;0.005
MEDITS-GSA18;2011;80;ILLECOI;2;0.145
MEDITS-GSA18;2011;80;LOLIVUL;35;0.26
MEDITS-GSA18;2011;80;MACRLON;1;0.001
MEDITS-GSA18;2011;80;MCPIDEP;8;0.075
MEDITS-GSA18;2011;80;MERLMER;2;0.05
MEDITS-GSA18;2011;80;MUNIINT;3;0.01
MEDITS-GSA18;2011;80;OCTOVUL;4;0.33
MEDITS-GSA18;2011;80;PAGEACA;8;0.125
MEDITS-GSA18;2011;80;PAGEERY;3;0.06
MEDITS-GSA18;2011;80;SARDPIL;65;0.95
MEDITS-GSA18;2011;80;SCOMSCO;1;0.275
MEDITS-GSA18;2011;80;SERAHEP;3;0.02
MEDITS-GSA18;2011;80;SPICFLE;1;0.015
MEDITS-GSA18;2011;80;SPICSMA;2;0.02
MEDITS-GSA18;2011;80;TRACMED;7;1
MEDITS-GSA18;2011;80;TRACTRA;1;0.01
MEDITS-GSA18;2011;80;TRIPLAS;1;0.02
MEDITS-GSA18;2011;80;TRISCAP;2;0.01
MEDITS-GSA18;2011;83;ARNOLAT;2;0.01
MEDITS-GSA18;2011;83;ASPICUC;6;0.08
MEDITS-GSA18;2011;83;CALMMAC;3;0.02
MEDITS-GSA18;2011;83;CAPOAPE;1;0.005
MEDITS-GSA18;2011;83;CEPOMAC;2;0.02
MEDITS-GSA18;2011;83;ELEDCIR;6;2.03
MEDITS-GSA18;2011;83;ENGRENC;18;0.245
MEDITS-GSA18;2011;83;GOBIFRI;1;0.002
MEDITS-GSA18;2011;83;HELIDAC;1;0.003
MEDITS-GSA18;2011;83;ILLECOI;10;0.445
MEDITS-GSA18;2011;83;LEPTCAV;1;0.015
MEDITS-GSA18;2011;83;LOPHBUD;1;0.6
MEDITS-GSA18;2011;83;LOPHPIS;1;0.005
MEDITS-GSA18;2011;83;MACOSCO;4;0.01
MEDITS-GSA18;2011;83;MCPIDEP;5;0.035
MEDITS-GSA18;2011;83;MERLMER;12;0.956
MEDITS-GSA18;2011;83;MULLBAR;14;1.1
MEDITS-GSA18;2011;83;MULLSUR;1;0.075
MEDITS-GSA18;2011;83;NEPRNOR;1;0.07
MEDITS-GSA18;2011;83;OCTOSAL;1;0.3
MEDITS-GSA18;2011;83;OCTOVUL;1;0.18
MEDITS-GSA18;2011;83;PAGEACA;1;0.05
MEDITS-GSA18;2011;83;PAPELON;42;0.34
MEDITS-GSA18;2011;83;PHYIBLE;4;0.05
MEDITS-GSA18;2011;83;SARDPIL;21;0.565
MEDITS-GSA18;2011;83;SCAEUNI;1;0.095
MEDITS-GSA18;2011;83;SCALSCA;1;0.002
MEDITS-GSA18;2011;83;SCORSCO;1;0.235
