Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2008;75;ALLOMED;6;0.018
MEDITS-GSA18;2008;75;ARNOLAT;19;0.1
MEDITS-GSA18;2008;75;ASPICUC;80;0.663
MEDITS-GSA18;2008;75;CALMMAC;3;0.012
MEDITS-GSA18;2008;75;CEPOMAC;6;0.062
MEDITS-GSA18;2008;75;ELEDMOS;4;0.17
MEDITS-GSA18;2008;75;ENGRENC;2;0.026
MEDITS-GSA18;2008;75;ILLECOI;48;2.114
MEDITS-GSA18;2008;75;LEPTCAV;54;0.306
MEDITS-GSA18;2008;75;MERLMER;102;3.011
MEDITS-GSA18;2008;75;MICUVAR;2;0.03
MEDITS-GSA18;2008;75;MULLBAR;18;0.542
MEDITS-GSA18;2008;75;OCTOVUL;8;1.828
MEDITS-GSA18;2008;75;PASIMUL;32;0.14
MEDITS-GSA18;2008;75;PHYIBLE;2;0.062
MEDITS-GSA18;2008;75;SARDPIL;7;0.106
MEDITS-GSA18;2008;75;SEPIORB;2;0.046
MEDITS-GSA18;2008;75;SERAHEP;11;0.074
MEDITS-GSA18;2008;75;SPICFLE;8;0.128
MEDITS-GSA18;2008;75;SPICSMA;10;0.316
MEDITS-GSA18;2008;75;TRACMED;14;0.138
MEDITS-GSA18;2008;75;TRACTRA;12;0.61
MEDITS-GSA18;2008;75;TRISCAP;90;0.868
MEDITS-GSA18;2008;75;ZEUSFAB;2;0.04
MEDITS-GSA18;2008;76;ALLOMED;18;0.06
MEDITS-GSA18;2008;76;ARNOLAT;10;0.082
MEDITS-GSA18;2008;76;ASPICUC;24;0.308
MEDITS-GSA18;2008;76;CEPOMAC;3;0.04
MEDITS-GSA18;2008;76;ECHEMIR;6;0.194
MEDITS-GSA18;2008;76;GOBIQUA;4;0.01
MEDITS-GSA18;2008;76;LEPTCAV;74;0.364
MEDITS-GSA18;2008;76;LOPHBUD;4;1.396
MEDITS-GSA18;2008;76;MACOSCO;14;0.024
MEDITS-GSA18;2008;76;MULLBAR;52;2.162
MEDITS-GSA18;2008;76;PAGEACA;2;0.135
MEDITS-GSA18;2008;76;SARDPIL;7;0.102
MEDITS-GSA18;2008;76;SCOMSCO;4;0.352
MEDITS-GSA18;2008;76;SERACAB;2;0.044
MEDITS-GSA18;2008;76;SERAHEP;10;0.056
MEDITS-GSA18;2008;76;SPICSMA;2;0.036
MEDITS-GSA18;2008;76;TORPMAR;2;0.226
MEDITS-GSA18;2008;76;URANSCA;5;0.722
MEDITS-GSA18;2008;76;ZEUSFAB;2;0.096
MEDITS-GSA18;2008;77;ANTOMEG;10;0.108
MEDITS-GSA18;2008;77;ANTOSPP;2;0.024
MEDITS-GSA18;2008;77;ARGESPY;2;0.017
MEDITS-GSA18;2008;77;ARISFOL;13;0.312
MEDITS-GSA18;2008;77;CAPOAPE;7;0.103
MEDITS-GSA18;2008;77;CLORAGA;2;0.025
MEDITS-GSA18;2008;77;COELCOE;4;0.102
MEDITS-GSA18;2008;77;EPIGDEN;5;0.011
MEDITS-GSA18;2008;77;ETMOSPI;44;0.602
MEDITS-GSA18;2008;77;GADIARG;4;0.041
MEDITS-GSA18;2008;77;HELIDAC;7;0.402
MEDITS-GSA18;2008;77;HOPLMED;2;0.073
MEDITS-GSA18;2008;77;ILLECOI;6;0.468
MEDITS-GSA18;2008;77;LEPICAU;15;0.26
