Survey;Year;Haul;Month;Stratum;SweptSurface;Lat;Long;Depth
MEDITS-GSA18;2020;110;11;3;0.053;41.44417;16.8405;113
MEDITS-GSA18;2020;121;11;1;0.045;41.713;16.15783;10
MEDITS-GSA18;2020;142;11;4;0.105;41.53375;17.08525;405.5
MEDITS-GSA18;2020;148;11;3;0.052;41.60933;16.74333;108
MEDITS-GSA18;2020;105;11;2;0.05;41.18317;16.82408;55
MEDITS-GSA18;2020;145;11;4;0.105;42.16033;16.95467;395.5
MEDITS-GSA18;2020;143;11;5;0.103;42.00025;17.01542;574
MEDITS-GSA18;2020;139;11;4;0.11;41.91925;16.83175;229
MEDITS-GSA18;2020;144;11;5;0.099;42.09867;17.02192;610.5
MEDITS-GSA18;2020;162;11;3;0.054;41.82508;16.72367;134.5
MEDITS-GSA18;2020;147;11;3;0.053;41.70375;16.69775;104.5
MEDITS-GSA18;2020;146;11;3;0.052;41.91683;16.76225;170
MEDITS-GSA18;2020;126;11;2;0.049;41.727;16.51183;83
MEDITS-GSA18;2020;158;11;3;0.052;40.71608;18.10783;113
MEDITS-GSA18;2020;117;11;1;0.046;41.78817;16.32908;31.5
MEDITS-GSA18;2020;77;11;4;0.107;40.38267;18.61917;386.5
MEDITS-GSA18;2020;78;11;5;0.101;40.4505;18.64083;560
MEDITS-GSA18;2020;95;11;3;0.05;40.71067;18.27083;120
MEDITS-GSA18;2020;98;11;5;0.103;40.77292;18.41067;529.5
MEDITS-GSA18;2020;97;11;3;0.051;40.78992;17.99217;109
MEDITS-GSA18;2020;123;11;1;0.047;41.58108;16.21958;17
MEDITS-GSA18;2020;93;11;3;0.053;40.66808;18.35958;119.5
MEDITS-GSA18;2020;131;11;3;0.052;40.8555;17.81842;104
MEDITS-GSA18;2020;129;11;2;0.05;41.60192;16.52283;79
MEDITS-GSA18;2020;156;11;1;0.046;40.24375;18.47325;39.5
MEDITS-GSA18;2020;154;11;2;0.05;40.75933;17.83183;79
MEDITS-GSA18;2020;160;11;2;0.05;41.49392;16.50075;68
MEDITS-GSA18;2020;76;11;2;0.049;40.29833;18.44958;81
MEDITS-GSA18;2020;125;11;1;0.047;41.39275;16.40767;35.5
MEDITS-GSA18;2020;132;11;3;0.053;40.90933;17.67217;105
MEDITS-GSA18;2020;157;11;3;0.052;40.41908;18.50858;112
MEDITS-GSA18;2020;112;11;2;0.05;41.33725;16.55817;57
MEDITS-GSA18;2020;100;11;1;0.047;41.19333;16.74767;40
MEDITS-GSA18;2020;86;11;5;0.102;40.61192;18.61692;588
MEDITS-GSA18;2020;85;11;4;0.108;40.67658;18.542;462.5
MEDITS-GSA18;2020;84;11;3;0.052;40.59092;18.5135;118.5
MEDITS-GSA18;2020;83;11;3;0.052;40.64367;18.45267;122.5
MEDITS-GSA18;2020;88;11;2;0.05;40.591;18.27042;90.5
MEDITS-GSA18;2020;101;11;2;0.049;40.87792;17.54317;62
MEDITS-GSA18;2020;152;11;5;0.104;41.05067;17.83817;560.5
MEDITS-GSA18;2020;151;11;4;0.106;41.01783;17.84833;361
MEDITS-GSA18;2020;133;11;3;0.052;40.97475;17.603;110.5
MEDITS-GSA18;2020;150;11;3;0.048;41.04617;17.4725;133
MEDITS-GSA18;2020;134;11;2;0.05;40.93142;17.45792;74.5
MEDITS-GSA18;2020;135;11;1;0.047;41.0145;17.22025;34
MEDITS-GSA18;2020;161;11;3;0.05;41.12008;17.30692;124
MEDITS-GSA18;2020;104;11;2;0.049;41.12975;17.06475;91.5
MEDITS-GSA18;2020;80;11;1;0.047;41.12883;16.95525;38
MEDITS-GSA18;2020;107;11;3;0.052;41.2445;16.98025;113
MEDITS-GSA18;2020;138;11;3;0.053;41.32517;16.85425;107
MEDITS-GSA18;2020;116;11;5;0.099;41.53575;17.16708;551
MEDITS-GSA18;2020;137;11;3;0.053;41.55708;16.87725;132
MEDITS-GSA18;2020;109;11;1;0.049;41.29125;16.56808;43.5
