Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;2007;75;ARNOLAT;16;0.076
MEDITS-GSA18;2007;75;BOOPBOO;26;0.29
MEDITS-GSA18;2007;75;CEPOMAC;12;0.1
MEDITS-GSA18;2007;75;CONGCON;2;0.066
MEDITS-GSA18;2007;75;ELEDMOS;2;0.192
MEDITS-GSA18;2007;75;ILLECOI;4;0.218
MEDITS-GSA18;2007;75;LOLIVUL;26;0.224
MEDITS-GSA18;2007;75;MERLMER;26;0.868
MEDITS-GSA18;2007;75;MULLBAR;170;3.35
MEDITS-GSA18;2007;75;OCTOVUL;4;1.206
MEDITS-GSA18;2007;75;PAGEBOG;116;2.036
MEDITS-GSA18;2007;75;POMSMAR;4;0.02
MEDITS-GSA18;2007;75;SCOMSCO;2;1.022
MEDITS-GSA18;2007;75;SEPIOFF;2;0.178
MEDITS-GSA18;2007;75;SERAHEP;6;0.03
MEDITS-GSA18;2007;75;SPICSMA;380;3.746
MEDITS-GSA18;2007;75;TRACMED;78;0.946
MEDITS-GSA18;2007;75;TRISCAP;2;0.032
MEDITS-GSA18;2007;76;ARNOLAT;6;0.024
MEDITS-GSA18;2007;76;BLENOCE;2;0.01
MEDITS-GSA18;2007;76;BOOPBOO;10;0.244
MEDITS-GSA18;2007;76;CEPOMAC;6;0.074
MEDITS-GSA18;2007;76;ELEDMOS;2;0.476
MEDITS-GSA18;2007;76;ILLECOI;2;0.016
MEDITS-GSA18;2007;76;LEPTCAV;2;0.004
MEDITS-GSA18;2007;76;LOLIVUL;2;0.048
MEDITS-GSA18;2007;76;MERLMER;12;0.942
MEDITS-GSA18;2007;76;MULLBAR;168;7.15
MEDITS-GSA18;2007;76;PAGEACA;6;0.1
MEDITS-GSA18;2007;76;POMSMAR;4;0.018
MEDITS-GSA18;2007;76;SEPIOFF;6;0.748
MEDITS-GSA18;2007;76;SERAHEP;2;0.016
MEDITS-GSA18;2007;76;SPICFLE;4;0.11
MEDITS-GSA18;2007;76;SPICSMA;16;0.23
MEDITS-GSA18;2007;76;TRACMED;64;1.24
MEDITS-GSA18;2007;76;TRISCAP;6;0.042
MEDITS-GSA18;2007;77;ARGESPY;8;0.032
MEDITS-GSA18;2007;77;CITHMAC;2;0.008
MEDITS-GSA18;2007;77;COELCOE;78;0.396
MEDITS-GSA18;2007;77;CONGCON;4;0.062
MEDITS-GSA18;2007;77;ETMOSPI;2;0.012
MEDITS-GSA18;2007;77;GALUMEL;94;2.976
MEDITS-GSA18;2007;77;HELIDAC;12;0.384
MEDITS-GSA18;2007;77;HYMEITA;6;0.018
MEDITS-GSA18;2007;77;ILLECOI;8;0.522
MEDITS-GSA18;2007;77;LEPICAU;2;0.009
MEDITS-GSA18;2007;77;LEPMBOS;2;0.46
MEDITS-GSA18;2007;77;MERLMER;8;1.2
MEDITS-GSA18;2007;77;MICMPOU;2;0.252
MEDITS-GSA18;2007;77;MOLVDYP;4;0.286
MEDITS-GSA18;2007;77;NEPRNOR;4;0.166
MEDITS-GSA18;2007;77;PAPELON;12;0.142
MEDITS-GSA18;2007;77;PASISIV;64;0.056
MEDITS-GSA18;2007;77;PLESMAR;104;0.246
MEDITS-GSA18;2007;77;RAJAAST;2;0.874
MEDITS-GSA18;2007;77;SEPESPP;14;0.084
MEDITS-GSA18;2007;77;SOLOMEM;2;0.004
MEDITS-GSA18;2007;77;TRIGLUC;2;0.574
MEDITS-GSA18;2007;78;ARISFOL;9;0.189
MEDITS-GSA18;2007;78;ARITANT;132;3.15
MEDITS-GSA18;2007;78;CHIMMON;12;4.968
MEDITS-GSA18;2007;78;COELCOE;9;0.549
MEDITS-GSA18;2007;78;EPIGTEL;6;0.129
MEDITS-GSA18;2007;78;ETMOSPI;21;0.57
MEDITS-GSA18;2007;78;GALUMEL;45;5.622
MEDITS-GSA18;2007;78;HELIDAC;15;2.463
MEDITS-GSA18;2007;78;HOPLMED;6;0.234
MEDITS-GSA18;2007;78;HYMEITA;36;0.069
MEDITS-GSA18;2007;78;LEPICAU;3;0.174
MEDITS-GSA18;2007;78;NEZUSCL;36;0.159
MEDITS-GSA18;2007;78;PHYIBLE;6;0.1
MEDITS-GSA18;2007;78;PLESMAR;15;0.084
MEDITS-GSA18;2007;78;TODIEBL;3;0.075
MEDITS-GSA18;2007;79;ASPICUC;50;0.799
MEDITS-GSA18;2007;79;BOOPBOO;6;0.282
MEDITS-GSA18;2007;79;CALMMAC;8;0.041
MEDITS-GSA18;2007;79;CAPOAPE;7;0.024
MEDITS-GSA18;2007;79;CEPOMAC;1;0.002
MEDITS-GSA18;2007;79;CONGCON;3;0.153
MEDITS-GSA18;2007;79;ELEDCIR;1;0.025
MEDITS-GSA18;2007;79;HELIDAC;2;0.008
MEDITS-GSA18;2007;79;ILLECOI;47;0.532
MEDITS-GSA18;2007;79;LEPTCAV;22;0.115
MEDITS-GSA18;2007;79;LOPHBUD;3;0.157
MEDITS-GSA18;2007;79;MACOSCO;21;0.06
MEDITS-GSA18;2007;79;MERLMER;26;1.383
MEDITS-GSA18;2007;79;MULLBAR;3;0.217
MEDITS-GSA18;2007;79;PAGEACA;3;0.057
MEDITS-GSA18;2007;79;PAGEERY;3;0.04
MEDITS-GSA18;2007;79;PAPELON;11;0.105
MEDITS-GSA18;2007;79;ROSSMAC;2;0.051
